stcnttr,score,dist,,
,,
Census Tract 6009,4,1.35 miles
Census Tract 601,8,2.44 miles
Census Tract 6010,7,0.56 miles
Census Tract 6011,7,0.67 miles
Census Tract 6012,4,0.68 miles
Census Tract 6013,0,0.26 miles
Census Tract 6014,7,0.37 miles
Census Tract 6015.01,7,0.6 miles
Census Tract 6015.02,7,1.05 miles
Census Tract 6016.01,8,0.84 miles
Census Tract 6016.03,8,1.35 miles
Census Tract 6016.04,7,1.28 miles
Census Tract 6016.05,9,1.68 miles
Census Tract 6017,8,0.87 miles
Census Tract 6018,0,0.72 miles
Census Tract 6019.01,8,0.39 miles
Census Tract 6019.02,8,0.52 miles
Census Tract 6020,8,1.16 miles
Census Tract 6021,0,1.35 miles
Census Tract 6022,0,0.63 miles
Census Tract 6023,6,1.74 miles
Census Tract 6024,0,0.37 miles
Census Tract 6025,0,1.05 miles
Census Tract 6026,0,1.45 miles
Census Tract 6027,9,1.04 miles
Census Tract 6028,7,1.56 miles
Census Tract 6029,9,1.16 miles
Census Tract 6030,9,0.07 miles
Census Tract 6031,9,1.47 miles
Census Tract 6032,7,1.83 miles
Census Tract 6033,7,0.96 miles
Census Tract 6034,7,0.76 miles
Census Tract 6037,0,1.39 miles
Census Tract 6038.01,0,0.49 miles
Census Tract 6038.02,0,0.68 miles
Census Tract 6039,1,0.17 miles
Census Tract 604,10,1.17 miles
Census Tract 6040,0,0.83 miles
Census Tract 6041.01,7,1.03 miles
Census Tract 6041.02,6,1.01 miles
Census Tract 6042,7,1.26 miles
Census Tract 6044,10,0.72 miles
Census Tract 6045,0,0
Census Tract 6046,7,0.93 miles
Census Tract 6047,10,0.87 miles
Census Tract 6048,10,0.51 miles
Census Tract 6049,10,0.59 miles
Census Tract 605.02,3,0.68 miles
Census Tract 6050,10,0.99 miles
Census Tract 6090,9,0.71 miles
Census Tract 6091,2,1.17 miles
Census Tract 6092.01,0,0.75 miles
Census Tract 6092.02,2,1.26 miles
Census Tract 6093,0,0.49 miles
Census Tract 6094,0,1.02 miles
Census Tract 6095,9,0.66 miles
Census Tract 6096.01,9,0.79 miles
Census Tract 6096.02,0,0.97 miles
Census Tract 6096.03,0,0.44 miles
Census Tract 6097,0,0.88 miles
Census Tract 6098,0,0
Census Tract 6099,7,0.71 miles
Census Tract 610,5,1.18 miles
Census Tract 6100,7,0.25 miles
Census Tract 6101,0,0.33 miles
Census Tract 6102.01,0,0.23 miles
Census Tract 6102.02,7,0.49 miles
Census Tract 6102.03,0,0.42 miles
Census Tract 6103.02,0,2.3 miles
Census Tract 6103.03,2,1.72 miles
Census Tract 6103.04,2,0.46 miles
Census Tract 6104,0,1.41 miles
Census Tract 6105,0,0.7 miles
Census Tract 6106.01,0,0.89 miles
Census Tract 6106.02,0,1.22 miles
Census Tract 6107,0,0.9 miles
Census Tract 6108,0,1.0 miles
Census Tract 6109,7,0.75 miles
Census Tract 611,8,1.22 miles
Census Tract 6110,7,1.39 miles
Census Tract 6111,7,1.6 miles
Census Tract 6112,7,0.96 miles
Census Tract 6113,7,0.72 miles
Census Tract 6114,7,1.05 miles
Census Tract 6115,8,0.72 miles
Census Tract 6116,8,0.95 miles
Census Tract 6117,0,1.52 miles
Census Tract 6118,0,1.26 miles
Census Tract 6119,0,0.26 miles
Census Tract 612,4,0.65 miles
Census Tract 6120,0,0.54 miles
Census Tract 6121,0,0.5 miles
Census Tract 6125,8,0.38 miles
Census Tract 6126,8,0.89 miles
Census Tract 6127,0,0.91 miles
Census Tract 6128,0,0.96 miles
Census Tract 6129,0,1.58 miles
Census Tract 6130,0,1.98 miles
Census Tract 6132,7,4.83 miles
Census Tract 6133,7,1.16 miles
Census Tract 6134,7,2.86 miles
Census Tract 6135.01,0,1.9 miles
Census Tract 6135.02,0,2.0 miles
Census Tract 6136,7,3.96 miles
Census Tract 6137,7,3.46 miles
Census Tract 6138,0,4.14 miles
Census Tract 6139,8,0.73 miles
Census Tract 614,4,0.51 miles
Census Tract 6140,9,1.58 miles
Census Tract 615,0,1.12 miles
Census Tract 9802,8,0.83 miles
Census Tract 9803,0,0.49 miles
Census Tract 9804.01,0,0.42 miles
Census Tract 9805.01,3,0.39 miles
Census Tract 9806,5,2.08 miles
Census Tract 9809,4,0.98 miles
Census Tract 9819,1,1.92 miles
Census Tract 9820,0,0.94 miles
Census Tract 9832,0,0.5 miles
Census Tract 9843,7,1.7 miles
Census Tract 9900,0,2.57 miles
