-0.024,  , (0.024)
, , 
0.505, ,(0.485)
0.649, ,(0.504)
-5.231,*, (2.874)
1.214,***, (0.130)
0.127,***, (0.024)
0.083,***, (0.027)
1.028,***, (0.393)
-0.249,**, (0.112)
-0.00003,***, (0.00001)
0.00004, ,(0.00004)
14.992,**,(6.470)
-3853.035, , 
158.282, , 
975, , 
14, , 
7734.071, , 
===============================================================================================
, ,
-0.088,***, (0.017)
0.560, ,(0.459)
-0.164, ,(0.460)
-4.939, *,(2.831)
1.119,***, (0.129)
0.114,***, (0.024)
0.094,***, (0.027)
1.266,***, (0.389)
-0.246,**,(0.110)
-0.00004,***, (0.00001)
0.0001,***, (0.00004)
19.644,***, (6.248)
-3840.593, , 
154.338, , 
975, , 
14, , 
7709.186, , 
=================================================================================================
0.011, ,(0.016)
 , , 
0.528, , 
-0.425, , 
-3.486,*, (2.098)
0.974,***, (0.007)
0.066,***, (0.015)
0.053, , 
-0.814,***, (0.300)
-0.225,***, (0.083)
-0.00002, , 
0.00000, , 
25.011,***, (3.018)
-3594.271, , 
93.214, , 
975, , 
14, , 
7216.542, , 
===================================================================================================
 , , 
-0.038,***, (0.013)
0.581, ,(0.361)
-0.885, **, (0.394)
-3.427, , (2.177)
0.926, ***, (0.100)
0.060, ***, (0.019)
0.059,***, (0.021)
-0.722,**, (0.299)
-0.222,***, (0.085)
-0.00002,***, (0.00001)
0.00004, , (0.00003)
28.103, ***, (4.474)
-3590.309, , 
92.467, , 
975, , 
14, , 
7208.618, ,  
===================================================================================================
0.001, , (0.002)
 , , 
0.054,*, (0.030)
0.006, ,(0.033)
-0.009, , 
0.0004, , 
0.002, ,(0.001)
0.002, ,(0.002)
0.360,***, (0.024)
0.001, , (0.005)
0.00000, , (0.00000)
-0.00000, , (0.00000)
1.733, ***, (0.478)
-1139.145, , 
0.604, , 
975, , 
14, , 
2306.290, , 
===================================================================================================
 , , 
0.002,*, (0.001)
0.054,*, (0.029)
0.020, , (0.032)
-0.019, , (0.126)
0.002, , (0.008)
0.002, , (0.001)
0.001, , (0.002)
0.354,***, (0.024)
0.001, , (0.006)
0.00000, , (0.00000)
-0.00000, , (0.00000)
1.712, ***, (0.491)
-1137.856, , 
0.602, , 
975, , 
14, , 
2303.712, , 
====================================================================================================
0.006,*, (0.003)
 , , 
0.209,***, (0.067)
0.033,  ,(0.071)
-0.693,*, (0.402)
-0.023, ,(0.018)
-0.008,**, (0.003)
0.013, ***, (0.004)
0.599, ***, (0.055)
0.034,**, (0.016)
0.00000,***, (0.00000)
-0.00001,***, (0.00001)
4.257,***, (1.012)
-1937.232, , 
3.113, , 
975, , 
14, , 
3902.463, , 
=====================================================================================================
 , , 
0.009,***, (0.002)
0.209, ***, (0.067)
0.094, , (0.074)
-0.735, * ,(0.399)
-0.015, , (0.019)
-0.007,*, (0.003)
0.012, ***, (0.004)
0.573,***, (0.055)
0.034, **, (0.016)
0.00001,***, (0.00000)
-0.00002,***, (0.00001)
4.116,***, (1.025)
-1932.634, , 
3.084, , 
975, , 
14, , 
3893.267, , 
