-0.027,  ,(0.024)
 , , 
0.495,  ,(0.480)
0.719,  ,(0.502)
-5.171,* ,(2.852)
1.153, *** ,(0.128)
0.122, *** ,(0.024)
0.084, *** ,(0.027)
-0.234, ** ,(0.111)
-0.00003, *** ,(0.00001)
0.00003, ,(0.00004)
27.072, ***, (4.445)
-3856.455, , 
159.432, , 
975, , 
13, , 
7738.910, , 
====================================================================================================
 , , 
-0.081, ***,(0.016)
0.538, ,(0.457)
0.002, , 
-4.871, * ,(2.834)
1.054, *** ,(0.128)
0.109, *** ,(0.024)
0.095, *** ,(0.027)
-0.228, ** ,(0.111)
-0.00003, *** ,(0.00001)
0.0001, ** ,(0.00004)
33.815, *** ,(3.752)
-3845.838, , 
156.041, , 
975, , 
13, , 
7717.676, , 
=====================================================================================================
0.013, ,(0.018)
 , , 
0.534, ,(0.361)
-0.481, ,(0.381)
-3.537, ,(2.200)
1.023, *** ,(0.098)
0.070, *** ,(0.019)
0.052, ** ,(0.021)
-0.237, *** ,(0.086)
-0.00002, *** ,(0.00001)
0.00001, , (0.00002)
15.661, *** ,(3.146)
-3597.918, , 
93.911, , 
975, , 
13, , 
7221.836, , 
=====================================================================================================
 , , 
-0.042, *** ,(0.013)
0.593, ,(0.363)
-0.980, ** ,(0.394)
-3.469, ,(2.185)
0.964, *** ,(0.099)
0.063, *** ,(0.019)
0.058, *** ,(0.021)
-0.232, *** ,(0.086)
-0.00002, *** ,(0.00001)
0.00005, ,(0.00003)
20.217, *** ,(3.146)
-3593.173, , 
93.011, , 
975, , 
13, , 
7212.345, , 
=====================================================================================================
0.001, ,(0.002)
 , , 
0.051, ,(0.031)
0.031,  ,(0.033)
0.013, ,(0.098)
-0.021, *** ,(0.008)
0.0001, , 
0.002, ,(0.002)
0.007, ,(0.008)
0.00000, ,(0.00000)
-0.00000, ,(0.00000)
5.803, *** ,(0.441)
-1238.971, , 
0.740, , 
975, , 
13, , 
2503.941, , 
=====================================================================================================
 , , 
0.004, *** ,(0.001)
0.048, ,(0.033)
0.067, * ,(0.035)
0.002, ,(0.014)
-0.017, * ,(0.009)
0.001, ,(0.002)
0.002, ,(0.002)
0.006, ,(0.008)
0.00000, * ,(0.00000)
-0.00001, ** ,(0.00000)
5.546, *** ,(0.447)
-1233.899, , 
0.733, , 
975, , 
13, , 
2493.798, , 
=====================================================================================================
0.005, ,(0.004)
 , , 
0.203, ***,(0.070)
0.075, ,(0.073)
-0.657, ,(0.423)
-0.059, *** ,(0.019)
-0.011, *** ,(0.004)
0.014, ** ,(0.004)
0.043, ** ,(0.017)
0.00000, *** ,(0.00000)
-0.00002, *** ,(0.00001)
10.848, *** ,(0.866)
-1993.185, , 
3.491, , 
975, , 
13, , 
4012.369, , 
=====================================================================================================
 , , 
0.011, *** ,(0.003)
0.199, *** ,(0.070)
0.169, ** ,(0.077)
-0.704, * ,(0.419)
-0.045, ** ,(0.019)
-0.009, ** ,(0.004)
0.012, *** ,(0.004)
0.042, ** ,(0.016)
0.00001, *** ,(0.00000)
-0.00003, *** ,(0.00001)
10.156, *** ,(0.860)
-1983.987, , 
3.426, , 
975, , 
13, , 
3993.974, , 
