GEOID,Census_Tracts_with_airbnb,log_BART_dist,coastal_tracts_dummy,log_CBD_dist,percent_bachelors_degree,percent_unempl,percent_foreign_born,percent_bpl,percent_white,percent_african_american_or_black,percent_hispanic,percent_other_races,log_MHI,log_median_rent,log_median_house_price,rental_units,Vacant_rental,rent_aff_1,rent_aff_2,rent_aff_3,percent_airbnb(all_rentals),percent_airbnb(active_rentals)
06075021500,Census Tract 215,2.910477544,0,3.975734652,73.8,3.5,20,0,80.6,3.1,11.5,0.7,11.6127708,7.41517511,7.41517511,109,0,26.81912682,9.494109494,27.03497,39.10614525,39.10614525
06075021600,Census Tract 216,3.044827201,0,4.061135099,74.5,4.3,22.9,10.8,59.9,7,16.8,1.4,11.65702581,7.697121317,7.697121317,103,0,42.25526642,14.25030979,27.03497,28.96551724,28.96551724
06075021700,Census Tract 217,2.662961279,0,4.195783565,66.5,4.2,22.3,12,60.8,8.9,19.4,0.2,11.53694468,7.178545484,7.178545484,91,32,51.44230769,21.63461538,27.03497,34.05797101,44.33962264
06075021800,Census Tract 218,2.399989375,0,4.176980378,74.3,3.3,16.2,0,78.2,2.9,10.2,0.4,11.72517792,7.609862201,7.609862201,64,0,41.90231362,11.43958869,27.03497,45.2991453,45.2991453
06075022600,Census Tract 226,3.96013944,0,4.182295853,81.1,3.6,18.9,0,65.7,8.3,19.5,0,12.08319855,7.973155433,7.973155433,87,5,25,8.71559633,27.03497,24.34782609,25.45454545
06075022702,Census Tract 227.02,3.651672517,0,3.900628431,74.5,1.2,20.8,3,76.2,2.6,14.2,0,12.00844454,7.703459048,7.703459048,79,6,17.33128834,7.208588957,27.03497,38.75968992,40.6504065
06075022704,Census Tract 227.04,3.358512642,0,3.748235475,80.3,6.3,20.1,1.1,73.2,1.4,16.9,0.3,11.81099837,7.725771442,7.725771442,161,14,30.87855297,12.66149871,27.03497,30.3030303,32.25806452
06075022801,Census Tract 228.01,2.554651773,0,3.456398078,52.4,5.5,31.5,6.8,52.4,2.4,15.9,0,11.6003959,7.500529485,7.500529485,76,0,42.21635884,20.49252419,27.03497,48.29931973,48.29931973
06075022802,Census Tract 228.02,3.081373412,0,3.686522543,38.1,1.5,30.5,15.8,56.2,3.1,13.4,0.3,10.97838758,7.11395611,7.11395611,51,0,45.66596195,23.04439746,27.03497,40.69767442,40.69767442
06075022803,Census Tract 228.03,2.411535211,0,3.664216384,46.8,6.8,39.1,10.7,59.1,2,12.1,0.5,11.47294686,7.36264527,7.36264527,79,0,28.44990548,13.32703214,27.03497,51.53374233,51.53374233
06075022901,Census Tract 229.01,2.010228627,0,3.805112211,34.9,10,46.4,22.2,54.9,3.6,6.5,0.8,11.09909043,7.380879036,7.380879036,141,16,42.1875,17.09558824,27.03497,25.3968254,27.74566474
06075022902,Census Tract 229.02,2.562195161,0,3.844688863,50.8,3.7,23.8,8.4,64.5,4.2,8,0.8,11.48494771,7.410347098,7.410347098,93,5,36.30289532,23.83073497,27.03497,31.61764706,32.82442748
06075022903,Census Tract 229.03,2.970042684,0,3.897106756,42.5,3.7,33.5,7.4,46,2.1,12.8,1.2,11.3224427,7.395721609,7.395721609,79,0,40,19.54198473,27.03497,34.16666667,34.16666667
06075023001,Census Tract 230.01,3.660093806,0,4.332880439,20.1,6.9,58,17.9,11.1,10.1,73.6,0.2,10.98104643,7.052721049,7.052721049,86,0,65.86538462,44.47115385,27.03497,8.510638298,8.510638298
06075023003,Census Tract 230.03,3.882142658,0,4.433416754,28.8,6.5,39.8,12.9,14.3,29.1,47,0,11.30920457,7.428927195,7.428927195,54,0,44.23791822,34.20074349,27.03497,18.18181818,18.18181818
06075023102,Census Tract 231.02,4.125084633,0,4.52749033,17.4,12.8,15.5,40.3,6.6,62.4,13.2,5.6,10.35564539,6.329720906,6.329720906,36,23,54.04089581,16.94255112,27.03497,21.73913043,43.47826087
06075023103,Census Tract 231.03,4.297515922,0,4.613227898,14,8.3,9.1,36.3,5.9,49.2,6.2,13.3,9.884202791,6.12249281,6.12249281,90,24,43.09109519,16.99078813,27.03497,4.255319149,5.714285714
06075023200,Census Tract 232,4.183089951,0,4.598724924,15.8,9.8,28.1,29.5,20.5,36,11.1,1.2,10.65045982,7.021083964,7.021083964,95,0,65.53030303,53.78787879,27.03497,12.03703704,12.03703704
06075023300,Census Tract 233,4.008423495,0,4.53396177,25.5,7.8,68.3,14.1,13.3,8.5,64.4,0,11.08361838,6.744059186,6.744059186,151,34,67.61904762,32.38095238,27.03497,2.580645161,3.305785124
06075023400,Census Tract 234,4.214906846,0,4.647156281,12.6,9.6,37.8,24.6,9.1,21.3,24.2,5.9,10.44767058,6.50578406,6.50578406,165,30,51.68316832,18.41584158,27.03497,7.82122905,9.395973154
06075025100,Census Tract 251,3.102577897,0,4.084398123,62.7,5.4,22.7,3.7,64.5,7,17.7,1.3,11.46327293,7.540621529,7.540621529,40,30,39.94413408,25.41899441,27.03497,63.96396396,87.65432099
06075025200,Census Tract 252,2.773422767,0,4.033365834,66.4,10.2,14.6,6.4,73.6,2.2,10.6,0.6,11.75985585,7.609366538,7.609366538,155,0,25.12437811,14.05472637,27.03497,44.64285714,44.64285714
06075025300,Census Tract 253,2.70236958,0,4.00872997,61.1,0.8,28.1,10.4,61.3,2.1,11.5,0.8,11.44998567,7.328437353,7.328437353,183,14,41.68912848,17.61006289,27.03497,30.15267176,31.85483871
06075025401,Census Tract 254.01,3.098050822,0,4.169074961,48.8,6.4,29.9,2.4,46,7.4,11,0,11.39032836,7.258412151,7.258412151,159,0,45.87020649,12.53687316,27.03497,23.55769231,23.55769231
06075025402,Census Tract 254.02,3.299086099,0,4.214753573,60,3.5,34.1,1.9,57.7,1.7,28.3,0,11.83298518,7.749753406,7.749753406,23,0,42.40506329,5.696202532,27.03497,62.29508197,62.29508197
06075025403,Census Tract 254.03,3.068713753,0,4.262760204,30.5,9.5,45.1,7.7,36.3,9.5,25,0.8,11.20039043,7.118826249,7.118826249,56,0,50.59920107,25.69906791,27.03497,42.26804124,42.26804124
06075025500,Census Tract 255,2.275371862,0,4.427395714,35.5,4.6,42.3,5.1,35.3,1.2,41.7,0,11.43188893,7.602900462,7.602900462,15,0,49.79423868,38.40877915,27.03497,80.51948052,80.51948052
06075025600,Census Tract 256,2.989665182,0,4.370670642,28.3,4.9,52.4,1.6,27.3,2.6,57,1.3,11.20438741,7.059617628,7.059617628,117,0,48.17351598,22.60273973,27.03497,17.0212766,17.0212766
06075025701,Census Tract 257.01,3.56114959,0,4.333663611,24.3,3,50,9.5,17.7,3.7,60.3,0.3,11.27350008,7.603897969,7.603897969,41,0,54.16666667,23.52941176,27.03497,19.60784314,19.60784314
06075025702,Census Tract 257.02,3.795888195,0,4.434498424,15.9,3.7,65.9,10.7,11.8,2.5,64.2,0.7,11.015937,7.300472814,7.300472814,125,22,57.04225352,20.07042254,27.03497,11.34751773,13.44537815
06075025800,Census Tract 258,4.001236152,0,4.566306972,28.1,6.1,53.1,23,32.4,7,42.1,1.8,10.93756132,7.077498054,7.077498054,24,0,68.75,38.88888889,27.03497,11.11111111,11.11111111
06075025900,Census Tract 259,3.692751368,0,4.492987541,36.7,5.9,40.3,5.8,32.2,7.5,44.8,0.2,11.37582199,7.511524648,7.511524648,9,0,56.71296296,29.16666667,27.03497,62.5,62.5
06075026001,Census Tract 260.01,2.751335462,0,4.487270747,19,4.8,52.4,13,28.5,3.9,37,2.2,11.01761223,7.250635512,7.250635512,148,57,62.12338594,42.89813486,27.03497,14.45086705,21.55172414
06075026002,Census Tract 260.02,2.817351633,0,4.425151761,30.8,4.3,49.4,2,38.2,5.2,37,0.4,11.3393218,7.476472381,7.476472381,48,0,54.62184874,9.663865546,27.03497,27.27272727,27.27272727
06075026003,Census Tract 260.03,3.147937416,0,4.54666637,21.2,7.4,55.8,2.6,33.5,1.2,35.2,1.1,10.99862715,7.428333194,7.428333194,51,0,66.79841897,36.56126482,27.03497,21.53846154,21.53846154
06075026004,Census Tract 260.04,2.961896285,0,4.594285137,26.9,6.6,57.6,6.2,31.5,2.6,50.4,1.5,11.09531692,7.381501895,7.381501895,31,31,54.46428571,33.03571429,27.03497,27.90697674,100
06075026100,Census Tract 261,1.965659316,0,4.601092886,26.9,4.3,61.3,7.5,17.8,1,57.6,1.1,11.04535088,7.250635512,7.250635512,13,0,57.44680851,35.83426652,27.03497,40.90909091,40.90909091
06075026200,Census Tract 262,2.989239839,0,4.776087329,25.6,7.9,55.7,6.3,15,0.8,64.2,0.7,11.22604307,7.118016204,7.118016204,97,9,56.94227769,22.93291732,27.03497,13.39285714,14.5631068
06075026301,Census Tract 263.01,2.859129269,0,4.669888607,29,5.3,56.3,10.7,28.4,0.6,55.4,1.3,10.94254444,7.214504414,7.214504414,21,0,51.75292154,19.86644407,27.03497,27.5862069,27.5862069
06075026302,Census Tract 263.02,3.426883387,0,4.676831775,29.1,6.3,53,5.5,21.3,2.7,57.3,0,11.19362888,7.317212408,7.317212408,15,7,42.5170068,17.68707483,27.03497,40,55.55555556
06075026303,Census Tract 263.03,3.000831623,0,4.744499308,16.2,7.8,56.8,11.2,18.5,0.8,56.6,0.1,11.22652257,7.440146681,7.440146681,105,0,50.49115914,38.50687623,27.03497,9.482758621,9.482758621
06075026401,Census Tract 264.01,3.876244826,0,4.654221937,13.8,9.5,57.1,11.5,8.2,8.7,69.5,0.6,10.73965224,6.933423026,6.933423026,22,0,69.91150442,46.60766962,27.03497,18.51851852,18.51851852
06075026402,Census Tract 264.02,4.027952577,0,4.638247916,29.1,4.8,46.4,4.4,11.7,8.1,51.5,0.4,11.29470726,7.431299675,7.431299675,28,0,50.53475936,21.39037433,27.03497,15.15151515,15.15151515
06075026403,Census Tract 264.03,4.026194277,0,4.701298388,21.8,8,61.7,13.5,17,2.3,65.8,0.2,10.82719074,7.109062136,7.109062136,128,42,51.74672489,29.03930131,27.03497,1.538461538,2.272727273
06075026404,Census Tract 264.04,3.877099232,0,4.703599226,11.3,10.4,52.1,10.7,13.3,17.5,50.7,7.2,10.64280241,6.97354302,6.97354302,32,0,65.97014925,40.89552239,27.03497,8.571428571,8.571428571
06075030101,Census Tract 301.01,4.171660582,0,4.162227337,70.1,4.2,21.4,0.8,65.2,2.3,21.6,1.2,11.27810146,7.428927195,7.428927195,83,30,47.17232202,15.16966068,27.03497,25.89285714,35.36585366
06075030102,Census Tract 301.02,4.005420505,0,4.159453903,82.9,2.3,20.2,0,70.4,1.4,21.5,0.5,11.61216428,7.583756301,7.583756301,160,49,29.20662598,14.12380122,27.03497,19.19191919,25.5033557
06013301000,Census Tract 3010,6.231479354,1,6.975805017,19.1,4.5,10.4,5.5,77.7,7,4.1,0.5,10.83549414,7.244941546,7.244941546,321,0,34.80825959,19.1740413,9.351841,0.925925926,0.925925926
06075030201,Census Tract 302.01,4.369210779,0,4.459330916,72.8,4.5,28,2.4,54.3,0.9,34.5,0,11.40557408,7.437206367,7.437206367,83,60,24.67353952,11.82130584,27.03497,15.30612245,39.47368421
06075030202,Census Tract 302.02,4.278956919,0,4.335618263,71.4,2.5,26.5,1,55.5,2.3,28.1,0,11.47778522,7.454141078,7.454141078,45,17,28.3030303,10.66666667,27.03497,43.75,55.55555556
06013302008,Census Tract 3020.08,6.101124964,0,6.895858065,19.7,7.7,22.6,10,62,11.3,11.4,2.5,11.38203059,7.238496841,7.238496841,42,0,44.8767834,8.949416342,9.351841,2.325581395,2.325581395
06013302009,Census Tract 3020.09,5.79148089,0,6.759316579,27.8,5.6,26,10.3,31.9,27.5,16.6,1.1,11.47362315,7.559038255,7.559038255,35,35,47.39281576,35.80533024,9.351841,7.894736842,100
06013302010,Census Tract 3020.10,5.860197271,0,6.794768117,20.3,4,11.5,2.5,67.7,7,6.5,1.3,11.56299101,7.593374193,7.593374193,103,39,51.14942529,33.33333333,9.351841,1.904761905,3.03030303
06075030301,Census Tract 303.01,4.205767255,0,4.41632016,67.1,0.8,34.5,4.3,46.7,2.8,41.5,0,11.60523114,7.51479976,7.51479976,194,0,44.66209598,22.42899119,27.03497,17.09401709,17.09401709
06075030302,Census Tract 303.02,4.139573068,0,4.497605026,67.7,4.6,37.3,3,44.2,1.5,49.4,0,11.79371131,7.632401127,7.632401127,14,0,37.77777778,32.6984127,27.03497,44,44
06013303103,Census Tract 3031.03,6.151011191,0,6.875309502,22.7,6.2,17.4,5.7,66.2,9.7,5.2,1.1,11.32272092,7.451241685,7.451241685,141,0,53.44452502,24.00290065,9.351841,1.398601399,1.398601399
06013303201,Census Tract 3032.01,5.782964558,0,6.721105348,24.9,4.9,22.6,9.3,49.6,16,10.8,3.8,11.31975325,7.627057417,7.627057417,152,0,62.66907124,26.871055,9.351841,1.935483871,1.935483871
06013303203,Census Tract 3032.03,5.893240863,0,6.770887009,39.2,2.5,10.1,6.5,68.3,10.8,11.6,0.3,11.58676126,7.651120176,7.651120176,64,64,62.43386243,39.15343915,9.351841,1.538461538,100
06013303204,Census Tract 3032.04,6.010454151,0,6.800694664,19,5.5,20.6,5.1,69.3,8.1,2.8,0.1,11.02760513,7.468513271,7.468513271,31,0,76.21832359,26.31578947,9.351841,3.125,3.125
06013303205,Census Tract 3032.05,6.062586465,0,6.804154549,29.3,1.8,11.8,0,87,0.8,4.2,0.3,11.39496366,7.635303886,7.635303886,164,0,43.23607427,10.61007958,9.351841,0.606060606,0.606060606
06075030400,Census Tract 304,3.958137586,0,4.480053577,59.8,3.6,36.2,2.9,49.8,2.5,38.3,0.7,11.91986282,7.340186835,7.340186835,80,0,39.48598131,15.42056075,27.03497,22.33009709,22.33009709
06013304001,Census Tract 3040.01,5.954357177,0,6.727829189,37.9,4.7,12.2,5.2,70.8,6.1,11.6,0,11.62401951,7.816416984,7.816416984,44,0,53.31491713,46.68508287,9.351841,4.347826087,4.347826087
06013304003,Census Tract 3040.03,6.397800293,0,6.987011231,29.7,6.1,9.6,11.2,83.4,2,6.9,0.4,11.22213189,7.644919345,7.644919345,181,2,33,6.4,9.351841,0.549450549,0.555555556
06013304004,Census Tract 3040.04,6.338531204,0,6.950767862,33.4,4.3,4.1,1.5,84.2,0.7,5,0.2,11.63049514,7.563200592,7.563200592,327,0,32.28699552,0,9.351841,0.304878049,0.304878049
06013304005,Census Tract 3040.05,6.331168324,0,6.967489763,26,4,10.2,5.2,76.7,6.1,3.6,1.8,11.62749445,7.673223121,7.673223121,81,13,38.02281369,12.16730038,9.351841,2.409638554,2.857142857
06075030500,Census Tract 305,3.747311307,0,4.166607069,53.3,3.3,25.8,1.9,52.6,7.6,25.1,1.1,11.58825555,7.008505182,7.008505182,50,0,44.7761194,14.17910448,9.351841,35.06493506,35.06493506
06075030600,Census Tract 306,3.66647137,0,4.36366604,63.6,4.3,20.7,0.7,55.5,0.9,30.9,0,11.8887901,7.105786129,7.105786129,18,0,33.58208955,5.223880597,9.351841,40,40
06013306003,Census Tract 3060.03,5.465761982,0,6.6772007,9.4,5.9,17.1,20.3,51.7,13.9,4.3,1.1,10.75585824,7.199678346,7.199678346,122,46,59.63302752,42.98820446,9.351841,0.81300813,1.298701299
06075030700,Census Tract 307,3.254951981,0,4.371290494,62.3,3.6,26.3,0.8,60.9,1.7,28.1,0.3,11.6978104,7.213768308,7.213768308,174,33,31.23689727,14.2557652,9.351841,19.44444444,22.95081967
06013307102,Census Tract 3071.02,5.354592806,0,6.64246766,5.5,7.6,27.2,25.7,54.7,8.7,2.9,2.6,10.66122794,6.863803391,6.863803391,156,53,80.17241379,46.76724138,9.351841,0.636942675,0.961538462
06013307204,Census Tract 3072.04,5.241380442,0,6.607662472,12.3,3.8,16,13.4,61.1,10.8,3.3,6.1,10.88378541,7.082548569,7.082548569,103,49,53.66666667,28,9.351841,0.961538462,1.818181818
06075030800,Census Tract 308,3.778632853,0,4.567105301,72.1,2.9,28.1,0.6,57.9,4.9,29.5,1.4,11.78827429,7.264730178,7.264730178,250,0,38.82352941,22.11764706,9.351841,11.03202847,11.03202847
06013308001,Census Tract 3080.01,5.498182829,0,6.675965053,14.3,12.2,14.7,15.8,64.9,5,6.8,3.3,11.01838321,7.68017564,7.68017564,103,33,62.73637375,30.03337041,9.351841,0.961538462,1.408450704
06013308002,Census Tract 3080.02,5.677447544,0,6.731342433,28.5,7.7,17.5,1.5,48.2,15.7,23,0.6,11.52907437,7.60638739,7.60638739,143,25,58.88157895,31.90789474,27.03497,1.379310345,1.666666667
06075030900,Census Tract 309,3.547603142,0,4.689930141,65.2,3.7,27.5,3.9,47.4,1.3,43.6,0.4,11.88698934,7.050989447,7.050989447,182,0,12.68656716,5.223880597,9.351841,13.33333333,13.33333333
06013309000,Census Tract 3090,4.886203685,1,6.566902729,22.8,9.4,20.6,7.5,35.8,43,7.5,0.2,11.13823202,7.855544678,7.855544678,72,0,63.25678497,38.8308977,27.03497,2.702702703,2.702702703
06075031000,Census Tract 310,2.980421174,0,4.576338025,62.6,3.9,31.8,3.6,51.5,1.9,33.1,0.2,11.71497612,7.011213987,7.011213987,46,0,47.5,24.0625,9.351841,28.125,28.125
06013310000,Census Tract 3100,4.473688109,0,6.499513476,9.4,7.6,37.7,20.8,31,18.2,5.4,2.1,10.83673373,7.612336837,7.612336837,147,63,58.77094972,31.2849162,27.03497,0.675675676,1.176470588
06075031100,Census Tract 311,2.566081016,0,4.461790101,57.7,3.7,29.3,5.5,52,6.6,30.4,0.2,11.55058727,7.146772179,7.146772179,190,82,31.52173913,11.84782609,9.351841,23.07692308,34.54545455
06075031201,Census Tract 312.01,2.799195932,0,4.667937506,34.1,10.2,50.9,9.8,19.5,7.2,59.5,0.6,11.2119555,7.451241685,7.451241685,82,0,52.5198939,32.89124668,27.03497,14.58333333,14.58333333
06075031202,Census Tract 312.02,2.223016302,0,4.663184296,23.9,7.1,44.7,8.7,12.4,16.2,57.5,1,11.21957402,6.320768294,6.320768294,29,0,62.41610738,33.22147651,9.351841,34.09090909,34.09090909
06075031301,Census Tract 313.01,3.010667578,0,4.782922154,36.6,6,41.7,4,20.9,20.3,47,0.7,11.46634735,7.555381944,7.555381944,65,0,62.86764706,26.47058824,27.03497,14.47368421,14.47368421
06075031302,Census Tract 313.02,2.398839329,0,4.83945999,34.6,7,42,16.3,20.1,9.8,54.7,0,11.10733035,7.102499356,7.102499356,56,27,54.34439179,37.44075829,9.351841,18.84057971,30.95238095
06013313101,Census Tract 3131.01,4.636610179,0,6.502399481,17.2,4.6,34,21.2,42.4,11,11.6,3.5,10.54862551,7.22620901,7.22620901,167,48,52.74725275,28.36538462,9.351841,1.764705882,2.459016393
06013313103,Census Tract 3131.03,4.85674305,0,6.500842102,22.8,3.8,30.7,6.4,35.5,11.4,26,2.9,11.32552302,7.477038472,7.477038472,61,0,44.78114478,24.1301908,9.351841,1.612903226,1.612903226
06013313203,Census Tract 3132.03,3.653601995,0,6.409000435,15.4,5.8,32.9,3.5,45.3,3.3,16,5.9,11.2101839,7.154615357,7.154615357,39,0,41.42259414,19.24686192,9.351841,2.5,2.5
06013313205,Census Tract 3132.05,3.850256835,0,6.432262263,22.1,8.1,36.6,0,40.6,10,25.2,0,11.32559539,7.21964204,7.21964204,20,20,55.81395349,8.139534884,9.351841,4.761904762,100
06013313206,Census Tract 3132.06,4.31834336,0,6.470760922,9.2,7.5,39.5,24.6,33.9,21.2,13.2,0.8,10.94144709,7.03438793,7.03438793,93,71,55.89403974,34.83443709,27.03497,1.063829787,4.347826087
06075031400,Census Tract 314,2.97348808,0,4.754580058,20.9,6.5,48,10.5,22.3,13.6,51.4,0.3,10.99902846,7.253470383,7.253470383,153,16,58.76923077,34,9.351841,7.831325301,8.666666667
06013314103,Census Tract 3141.03,3.473529169,1,6.389988112,15,15.8,33.4,29.9,35.2,17.5,11.6,1.6,10.60522275,6.955592608,6.955592608,44,16,67.39543726,33.46007605,9.351841,2.222222222,3.448275862
06013316000,Census Tract 3160,5.231467889,1,5.803496539,21.9,7,6.2,12.2,80.6,5.5,1.1,2.1,10.52731145,7.0800265,7.0800265,79,17,51.50684932,24.38356164,9.351841,2.469135802,3.125
06013318000,Census Tract 3180,5.333907723,1,5.710788133,32.6,5.6,9.1,5.5,79.9,1.4,7,0.4,11.05915732,7.200424893,7.200424893,151,26,51.28205128,26.63817664,9.351841,1.307189542,1.57480315
06013319000,Census Tract 3190,5.049892407,0,5.792091338,21.9,5.8,14.3,10.7,80,1.7,5.9,1.3,11.19926896,7.126890809,7.126890809,72,0,52.21606648,30.67867036,9.351841,2.702702703,2.702702703
06013320001,Census Tract 3200.01,4.808223228,1,5.934368747,13.8,7.4,24.9,11.9,66.7,2.9,1,9.2,11.11220906,7.723562472,7.723562472,92,26,50.56433409,25.95936795,9.351841,1.075268817,1.492537313
06013320003,Census Tract 3200.03,4.886474041,0,5.827437116,42.9,3.3,8.5,2.8,71.8,2.7,15.7,0,11.63834152,7.395721609,7.395721609,0,0,47.97297297,24.32432432,9.351841,100,100
06013320004,Census Tract 3200.04,4.442340038,0,5.944689706,37.4,3.5,16.9,3.3,75,3.9,7.1,0.2,11.36608301,7.534762657,7.534762657,74,17,46.46706587,24.31137725,9.351841,3.896103896,5
06013321101,Census Tract 3211.01,4.794320455,0,5.816613595,33.8,9.8,12.4,3.1,74.8,4.5,7.7,1.8,11.43392555,7.681099002,7.681099002,32,0,51.02739726,20.54794521,9.351841,3.03030303,3.03030303
06013321103,Census Tract 3211.03,4.730936013,0,5.725110593,48.6,3.6,10,2,85,0.4,8,0.4,11.56171563,7.286876412,7.286876412,130,60,44.2687747,11.06719368,9.351841,2.255639098,4.109589041
06013321200,Census Tract 3212,4.237929074,0,5.921849998,37.5,6.5,34.9,9.1,59.3,3.2,27.9,1.2,10.93756132,7.697575347,7.697575347,186,0,51.52643336,30.00744602,9.351841,1.063829787,1.063829787
06013322000,Census Tract 3220,4.156243374,0,5.86001393,58.9,6.2,17.1,9.5,77.3,0.9,9.2,0.9,11.50776216,7.519692404,7.519692404,60,0,55.64202335,36.96498054,9.351841,3.225806452,3.225806452
06013323000,Census Tract 3230,3.803093477,0,5.854998498,49.1,8.2,12,0,83.3,0.4,9.6,2,11.39425454,7.244227516,7.244227516,27,0,45.13715711,19.45137157,9.351841,3.571428571,3.571428571
06013324001,Census Tract 3240.01,2.844369073,0,5.908570287,59.7,1.8,32.4,6.8,66.9,4.7,19.4,0.6,11.15792055,7.266827348,7.266827348,45,0,45.29272152,24.32753165,9.351841,4.255319149,4.255319149
06013325000,Census Tract 3250,3.459299273,0,5.823501344,50.3,2.8,11,1.9,84.6,2.2,6.1,0.3,11.33492257,7.453561872,7.453561872,37,0,56.4,28.26666667,27.03497,2.631578947,2.631578947
06075032601,Census Tract 326.01,4.445418138,0,4.579329023,51.7,3.6,36.1,4,38,1.2,51.9,0,11.43869749,7.533158807,7.533158807,69,25,40.12974977,8.43373494,27.03497,24.17582418,33.33333333
06075032602,Census Tract 326.02,4.416508824,0,4.623055388,48.4,4.9,40.9,6.5,32.7,0.4,58.5,0.1,11.16421869,7.25981961,7.25981961,118,43,57.54812563,29.68591692,9.351841,9.923664122,14.77272727
06075032700,Census Tract 327,4.535880964,0,4.74094329,50.7,2.2,41.3,3.2,34.2,0,55,0.8,11.51004131,7.095893221,7.095893221,202,0,28.11735941,21.51589242,9.351841,12.55411255,12.55411255
06075032801,Census Tract 328.01,4.1895747,0,4.670708574,44,2.7,49.3,4.9,35.5,0.8,59,0.1,11.33462382,7.589335823,7.589335823,114,35,61.39767055,30.9484193,27.03497,11.62790698,15.95744681
06075032802,Census Tract 328.02,4.307473244,0,4.642373521,41.2,4.2,52.6,8.9,22.4,3,66.6,0.5,11.29737799,7.107425474,7.107425474,97,0,60.64908722,39.95943205,9.351841,14.15929204,14.15929204
06075032901,Census Tract 329.01,4.280472839,0,4.793181414,46.3,4.3,46.6,6.6,31.2,0.9,58.9,0.7,11.33031187,7.255591274,7.255591274,51,0,36.18538324,32.44206774,27.03497,23.88059701,23.88059701
06075032902,Census Tract 329.02,4.406289199,0,4.764955195,42.1,6,52,8.2,26.3,1.4,67.4,0,11.40275339,7.348587531,7.348587531,90,0,37.64044944,21.91011236,9.351841,13.46153846,13.46153846
06013329000,Census Tract 3290,3.000758181,0,6.077243227,20.6,7.8,22,7.2,75.5,3,6.5,0.9,11.23142425,7.60190196,7.60190196,132,0,68.87417219,42.05298013,27.03497,1.492537313,1.492537313
06075033000,Census Tract 330,4.049860615,0,4.778909349,45.3,2.7,44.7,3.3,42.4,0.6,52.4,0.4,11.32088079,7.408530567,7.408530567,152,0,51.75438596,26.14035088,9.351841,12.13872832,12.13872832
06013330000,Census Tract 3300,3.151369379,0,6.092837086,23.2,8.4,23.3,11,65.5,2.7,15.9,0.8,11.19939211,8.204398418,8.204398418,125,0,51.85185185,22.8956229,27.03497,1.57480315,1.57480315
06075033100,Census Tract 331,3.926339779,0,4.85081376,64,5.7,43.4,5.2,42.4,0.8,55.7,0,11.69408802,7.19142933,7.19142933,75,0,38.88888889,27.31481481,9.351841,8.536585366,8.536585366
06013331000,Census Tract 3310,3.347463642,0,6.120011944,31.9,6.7,19.6,11,61.8,7.3,9.5,2,11.13306962,7.444833274,7.444833274,118,37,54.88372093,30.69767442,27.03497,3.278688525,4.705882353
06075033201,Census Tract 332.01,3.585631278,0,4.822273792,47.8,11.1,18.7,19.3,46.6,6.3,21.1,0.6,10.01009729,7.612336837,7.612336837,140,87,62.85266458,50,27.03497,2.777777778,7.01754386
06075033203,Census Tract 332.03,3.061958019,0,4.900811411,52.1,4.8,39.3,10.4,45.1,6,34.1,0,11.12303346,7.528869257,7.528869257,80,58,59.60655738,32.59016393,27.03497,13.04347826,35.29411765
06075033204,Census Tract 332.04,3.334052442,0,4.88642559,58.4,9.4,44.5,3.4,41,8,36.8,0.8,10.67849118,7.200424893,7.200424893,114,88,59.42492013,38.97763578,9.351841,7.317073171,25.71428571
06013332000,Census Tract 3320,3.975549747,0,6.173504072,26.9,4.5,24.3,6.5,76.7,0.3,9.5,0.5,11.19810513,7.196686571,7.196686571,36,0,48.50746269,19.70149254,9.351841,5.263157895,5.263157895
06013334004,Census Tract 3340.04,4.472379459,0,6.206524377,36.8,8.1,18.6,7.7,69.6,9.9,10.6,0.7,11.20479576,7.784889296,7.784889296,151,82,47.68125408,23.31809275,9.351841,1.948051948,4.166666667
06013334006,Census Tract 3340.06,4.326105604,0,6.173795955,54.6,3.9,27,4.9,67,3.7,21.2,0.2,11.70060763,7.710205194,7.710205194,106,10,41.31944444,17.70833333,9.351841,0.934579439,1.030927835
06013334200,Census Tract 3342,4.008010732,0,5.858025655,67.4,3.9,14.4,0.2,81.1,3.3,9.1,0,11.75775223,7.40731771,7.40731771,87,44,35.8372457,17.68388106,9.351841,2.247191011,4.444444444
06013335000,Census Tract 3350,2.741765412,0,6.083018512,31.7,5.3,14.1,12.6,67.4,5,8.7,0,11.19262378,7.123672785,7.123672785,54,0,53.31905782,30.19271949,9.351841,1.818181818,1.818181818
06013336102,Census Tract 3361.02,2.982808825,0,6.009769127,16.9,7.5,50.4,18.2,44.6,11.2,10.6,0.6,10.52913182,7.158513997,7.158513997,211,92,60.67316209,28.255093,9.351841,0.471698113,0.833333333
06013336201,Census Tract 3362.01,3.551722708,0,5.972903362,16.8,6.7,41.1,13,56.6,0.3,13.8,0.2,10.99604823,6.9902565,6.9902565,50,0,46.08879493,26.42706131,9.351841,10.71428571,10.71428571
06013337100,Census Tract 3371,3.524612606,0,6.087039578,39.5,6,20.5,8.2,72,5.6,13.6,0,11.46929745,7.276556403,7.276556403,0,0,48.16326531,24.48979592,9.351841,100,100
06013337200,Census Tract 3372,3.522977198,0,6.03774053,35,6.4,23.5,8,72.9,2.3,14.3,0.6,11.10274425,7.363913501,7.363913501,121,35,49.46727549,22.90715373,9.351841,0.819672131,1.149425287
