195.2700 12.3380 0.0000
1.2934 0.4250 0.0023
1.7868 0.4462 0.0001
-5.2222 2.5407 0.0398
0.6604 0.1709 0.0001
0.0116 0.0268 0.6657
0.0658 0.0384 0.0867
0.0597 0.0222 0.0072
0.0507 0.1034 0.6240
-14.9470 1.0539 0.0000
0.0000 0.0000 0.4431
0.0000 0.0000 0.0786
  
193.8300 12.4610 0.0000
1.2981 0.4250 0.0023
1.7135 0.4497 0.0001
-5.2356 2.5476 0.0399
0.6642 0.1709 0.0001
0.0126 0.0259 0.6268
0.0663 0.0388 0.0877
0.0409 0.0185 0.0266
0.0560 0.1131 0.6205
-14.7830 1.0735 0.0000
0.0000 0.0000 0.4751
0.0000 0.0000 0.1055
  
125.2000 9.8168 0.0000
1.2029 0.3423 0.0004
0.2768 0.3623 0.4450
-3.9422 2.0585 0.0555
0.8275 0.1339 0.0000
-0.0043 0.0111 0.6991
0.0381 0.0249 0.1256
0.0475 0.0180 0.0083
-0.0019  
-9.9630 0.8461 0.0000
0.0000 0.0000 0.6317
0.0000 0.0000 0.1944
  
124.1100 9.5730 0.0000
1.2069 0.3382 0.0004
0.2190 0.3547 0.5370
-3.9538 2.0478 0.0535
0.8305 0.1364 0.0000
-0.0034  
0.0383 0.0230 0.0953
0.0326 0.0148 0.0274
0.0021  
-9.8362 0.8096 0.0000
0.0000 0.0000 0.5507
0.0000 0.0000 0.1685
  
-3.7527 7.2925 0.6068
0.9228 0.2434 0.0001
-2.4367 0.2560 0.0000
1.8790 1.4536 0.1961
-0.0260 0.1114 0.8156
-0.0476 0.0151 0.0016
0.1440 0.0219 0.0000
0.0213 0.0127 0.0928
-0.0066 0.0790 0.9330
1.4519 0.6578 0.0273
0.0000 0.0000 0.0000
0.0000 0.0000 0.0171
  
-4.3627 7.6355 0.5677
0.9250 0.2409 0.0001
-2.4686 0.2524 0.0000
1.8711 1.4084 0.1840
-0.0241 0.0866 0.7806
-0.0472 0.0144 0.0010
0.1442 0.0219 0.0000
0.0138 0.0102 0.1753
-0.0049  
1.5195 0.6638 0.0221
0.0000 0.0000 0.0000
0.0000 0.0000 0.0203
  
3.5688 0.4306 0.0000
0.0357 0.0106 0.0007
0.0366 0.0113 0.0012
-0.0107 0.0789 0.8917
0.0026 0.0047 0.5749
-0.0026 0.0007 0.0001
0.0033 0.0010 0.0007
0.0007 0.0006 0.2409
0.0026 0.0026 0.3118
0.2141 0.0272 0.0000
0.0000 0.0000 0.0161
0.0000 0.0000 0.0479
  
3.5404 0.4240 0.0000
0.0358 0.0106 0.0007
0.0349 0.0111 0.0017
-0.0113 0.0581 0.8459
0.0027 0.0041 0.4984
-0.0026 0.0007 0.0001
0.0033 0.0010 0.0006
0.0003 0.0004 0.4522
0.0026 0.0025 0.2996
0.2171 0.0261 0.0000
0.0000 0.0000 0.0168
0.0000 0.0000 0.0537
