195.00000 12.30000 0.00000
1.29000 0.42500 0.00234
1.79000 0.44600 0.00006
-5.22000 2.54000 0.03983
0.66000 0.17100 0.00011
0.01160 0.02680 0.66566
0.06580 0.03840 0.08666
0.05970 0.02220 0.00721
0.05070 0.10300 0.62400
-14.90000 1.05000 0.00000
-0.00001 0.00001 0.44309
-0.00005 0.00003 0.07860
  
194.00000 12.50000 0.00000
1.30000 0.42500 0.00226
1.71000 0.45000 0.00014
-5.24000 2.55000 0.03987
0.66400 0.17100 0.00010
0.01260 0.02590 0.62683
0.06630 0.03880 0.08773
0.04090 0.01850 0.02657
0.05600 0.11300 0.62048
-14.80000 1.07000 0.00000
-0.00001 0.00001 0.47513
-0.00005 0.00003 0.10547
  
125.00000 9.82000 0.00000
1.20000 0.34200 0.00044
0.27700 0.36200 0.44496
-3.94000 2.06000 0.05549
0.82800 0.13400 0.00000
-0.00429 0.01110 0.69910
0.03810 0.02490 0.12557
0.04750 0.01800 0.00827
-0.00186  
-9.96000 0.84600 0.00000
0.00000 0.00001 0.63172
-0.00003 0.00002 0.19441
  
124.00000 9.57000 0.00000
1.21000 0.33800 0.00036
0.21900 0.35500 0.53698
-3.95000 2.05000 0.05351
0.83100 0.13600 0.00000
-0.00338  
0.03830 0.02300 0.09526
0.03260 0.01480 0.02744
0.00211  
-9.84000 0.81000 0.00000
0.00000 0.00001 0.55072
-0.00003 0.00002 0.16850
  
-3.75000 7.29000 0.60684
0.92300 0.24300 0.00015
-2.44000 0.25600 0.00000
1.88000 1.45000 0.19612
-0.02600 0.11100 0.81561
-0.04760 0.01510 0.00162
0.14400 0.02190 0.00000
0.02130 0.01270 0.09279
-0.00664 0.07900 0.93303
1.45000 0.65800 0.02730
0.00002 0.00000 0.00000
-0.00004 0.00002 0.01706
  
-4.36000 7.64000 0.56775
0.92500 0.24100 0.00012
-2.47000 0.25200 0.00000
1.87000 1.41000 0.18401
-0.02410 0.08660 0.78065
-0.04720 0.01440 0.00103
0.14400 0.02190 0.00000
0.01380 0.01020 0.17532
-0.00491  
1.52000 0.66400 0.02207
0.00002 0.00000 0.00000
-0.00004 0.00002 0.02026
  
3.57000 0.43100 0.00000
0.03570 0.01060 0.00074
0.03660 0.01130 0.00117
-0.01070 0.07890 0.89167
0.00263 0.00468 0.57488
-0.00260 0.00067 0.00009
0.00326 0.00096 0.00071
0.00066 0.00056 0.24095
0.00260 0.00257 0.31176
0.21400 0.02720 0.00000
0.00000 0.00000 0.01613
0.00000 0.00000 0.04788
  
3.54000 0.42400 0.00000
0.03580 0.01060 0.00069
0.03490 0.01110 0.00171
-0.01130 0.05810 0.84590
0.00275 0.00406 0.49836
-0.00259 0.00066 0.00009
0.00327 0.00096 0.00062
0.00034 0.00045 0.45223
0.00263 0.00254 0.29958
0.21700 0.02610 0.00000
0.00000 0.00000 0.01678
0.00000 0.00000 0.05371
