GEOID,Census_Tract,year,rent_aff_1,rent_aff_2,log_median_rent,log_median_house_price,percent_airbnb_all_rentals,percent_airbnb_active_rentals,percent_bachelors_degree,percent_unempl,percent_foreign_born,percent_bpl,percent_white,percent_african_american_or_black,percent_asian,percent_other_races,log_MHI,rental_units,vacant_rental
6075010400,Census Tract 104,,23.8838085,17.105971,7.649692624,13.79029531,2.689618074,2.990430622,67.73767606,5.6,30.82621083,9.1,59.83,0,28.7,11.47,11.527449,1859,187
6041104101,Census Tract 1041.01,,19.1463415,25.9756098,7.430707083,13.3098383,0,0,47.84768212,4.3,19.91844804,10.5,82.16,2.34,6.3,9.21,11.481672,820,166
6041104102,Census Tract 1041.02,,39.8976982,25.1491901,7.34536484,12.78884677,0,0,27.76151184,6,33.83486239,9.3,66.07,4.88,4.92,24.13,11.038914,1173,15
6041104200,Census Tract 1042,,31.010453,41.2311266,7.527793988,13.24227747,0,0,51.5610652,5.4,21.95767196,10,77.46,0.65,2.01,19.88,11.223241,861,61
6041104300,Census Tract 1043,,10.2803738,29.9065421,7.649692624,13.50939292,0,0,46.36290967,4.9,19.51515152,2.9,86.42,0,6.42,7.15,11.417438,107,47
6075010500,Census Tract 105,,16.8155971,19.0901706,7.649692624,13.76073753,0.568643379,0.760869565,75.64861174,6.7,36.10897928,6.9,63.39,1.65,25.02,9.94,11.622058,1231,311
6041105000,Census Tract 1050,,24.3478261,45.5434783,7.273092596,12.7628272,0,0,46.05946201,7.9,18.43458695,15.5,74.59,3.65,7.2,14.56,11.029374,920,240
6075010600,Census Tract 106,,26.654633,26.2936221,6.88857246,13.81551056,1.323706378,1.586157174,36.31067961,5.3,52.70196507,32.1,31.77,0.98,60.67,6.58,10.266393,1662,275
6041106001,Census Tract 1060.01,,32.6315789,36.4035088,7.566828479,12.56234751,0,0,44.47050938,5.4,16.97612732,10.7,71.96,5.38,7.81,14.85,10.903329,1140,225
6041106002,Census Tract 1060.02,,19.3265007,20.7906296,7.420578905,13.19393958,0,0,44.56259062,4.9,26.640625,11.7,69.03,2.11,8.58,20.28,11.304289,683,130
6075010700,Census Tract 107,,23.59447,25.483871,6.345636361,13.81551056,0.783410138,0.925421884,27.36770384,5.3,63.17077763,20.7,21.69,2.84,74.37,1.09,10.053415,2170,333
6041107000,Census Tract 1070,,34.0686275,6.372549,7.649692624,13.5544055,0,0,60.52919309,3.7,16.84500649,4.5,85.23,0.6,8.48,5.69,11.770579,408,58
6075010800,Census Tract 108,,19.0595298,17.7588794,7.284820913,13.76031492,2.101050525,2.480803308,62.57010485,3,34.1912534,18.6,46.85,0,47.83,5.31,11.308518,1999,306
6041108100,Census Tract 1081,,26.4646465,14.5454545,7.649692624,13.38149164,0,0,52.2984028,2.2,13.88806192,4.2,83.95,0.39,5.64,10.02,11.535,495,0
6041108200,Census Tract 1082,,23.3638283,24.208304,7.157735484,13.38457378,0,0,47.61714057,1.9,22.14328005,9.5,76.82,2.43,11.31,9.44,11.234415,1421,199
6075010900,Census Tract 109,,19.5253023,10.3000448,7.522400231,13.76568986,1.567398119,1.673840268,80.00968054,2.7,18.67088608,10.3,69.16,1.27,27.49,2.09,11.605158,2233,142
6041109001,Census Tract 1090.01,,33.8445808,17.8936605,7.21303166,13.58873542,0,0,48.63112392,2.3,29.34782609,13.9,67.74,1.14,7.17,23.94,11.046372,978,186
6041109002,Census Tract 1090.02,,32.4159021,27.0642202,7.151485464,13.61644968,0,0,64.04945904,5.1,12.31069858,8.2,90.77,5.32,1.98,1.93,11.440075,654,74
6075011000,Census Tract 110,,16.7191011,11.6404494,7.320526962,13.41069524,1.93258427,2.056432329,62.85289747,4.6,35.20648689,5.7,48.73,1.32,43.41,6.54,11.450326,2225,134
6041110100,Census Tract 1101,,19.6777906,25.3164557,7.232010332,13.56036021,0,0,58.70272978,3.1,14.206225,8.7,82.16,4.12,6.82,6.9,11.50447,869,115
6041110200,Census Tract 1102,,25.9259259,22.6851852,7.649692624,13.75491094,0,0,64.91611962,1.4,18.20570571,3,89.9,0.17,5.76,4.17,11.821153,216,104
6075011100,Census Tract 111,,21.480351,20.869897,7.264030143,13.59124137,2.174742465,2.410147992,57.55232029,2.2,35.62426152,11.1,57.88,3.37,30.84,7.92,11.056367,2621,256
6041111000,Census Tract 1110,,24.6136865,26.2693157,7.311886164,13.44892957,0,0,45.3989071,3.7,19.29365598,12.8,70.27,4.53,3.83,21.37,11.214775,1812,75
6075011200,Census Tract 112,,21.3826367,18.4083601,7.297091005,13.81551056,2.652733119,5.427631579,63.67746797,3.4,31.70890188,13.9,54.78,1.33,37.07,6.82,11.172855,1244,636
6041112100,Census Tract 1121,,18.5140073,40.0730816,7.241366283,13.4087446,0,0,37.6445281,8.4,31.20933793,18.6,70.36,0.9,5.34,23.4,11.086564,821,81
6041112201,Census Tract 1122.01,,22.4937343,49.8746867,7.281385664,12.53968365,0,0,5.22875817,14.1,63.69366953,35.2,29,6.81,2.98,61.21,10.380994,1596,55
6041112202,Census Tract 1122.02,,18.5282523,41.130092,7.264030143,13.05043764,0,0,19.85094851,6.5,55.28910802,15.1,43.77,1.9,11.68,42.65,10.863393,761,52
6075011300,Census Tract 113,,34.1010401,21.7682021,6.656726524,13.71015004,1.337295691,1.443464314,26.42444261,1,59.74493133,22.2,19.98,3.17,73.38,3.47,10.162153,1346,99
6041113000,Census Tract 1130,,31.2236287,29.535865,7.470224136,13.38518907,0,0,65.28599606,7.4,9.677419355,4.2,89.26,2.65,1.88,6.21,11.323072,474,118
6041114100,Census Tract 1141,,20.5128205,36.1823362,7.483244416,13.4579781,0,0,63.9109291,4,7.888675624,9.9,89.6,2.02,0.71,7.68,11.519156,702,159
6041114200,Census Tract 1142,,22.9166667,20.8333333,7.224024808,13.45267381,0,0,52.5987526,3.8,11.59737418,5.5,89.65,0.28,4.47,5.6,11.293687,528,88
6041115000,Census Tract 1150,,22.3719677,31.2668464,7.44716836,13.67417738,0,0,67.46575342,6,12.60709914,2.7,86.5,0.76,7.83,4.91,11.78264,371,56
6041116000,Census Tract 1160,,25.708061,28.1045752,7.45760929,13.58168516,0,0,66.55889145,4.3,5.743354119,8.8,90.29,0.16,1.67,7.88,11.424193,459,57
6075011700,Census Tract 117,,23.4793187,24.4525547,6.935370446,13.81551056,4.136253041,6.627680312,35.49359457,5.8,44.21460892,19.9,34.84,7.37,44.6,13.19,10.530895,822,309
6041117000,Census Tract 1170,,36.8495077,17.580872,7.210079628,13.77030397,0,0,65.71936057,4,10.79772679,10.9,90.13,0.59,4.1,5.18,11.379394,711,162
6075011800,Census Tract 118,,32.9881657,26.9230769,6.436150368,13.22311328,0.73964497,0.793650794,15.88330632,8.2,79.71264368,35.6,7.47,0.11,87.82,4.6,9.93047,676,46
6041118100,Census Tract 1181,,16.9014085,0,7.649692624,13.81551056,0,0,82.12100612,3.4,12.12527964,8.2,93.51,0,1.88,4.61,12.143436,71,113
6075011901,Census Tract 119.01,,28.4659557,12.7973749,7.319202459,13.34069537,1.394585726,1.78197065,65.61886051,4.9,31.89146677,13.7,55.33,6.45,30,8.22,10.979189,1219,265
6075011902,Census Tract 119.02,,25.4699818,20.1334142,7.250635512,13.07548139,1.152213463,1.335207309,57.3117338,2,40.68571429,19.8,55.7,2.1,30.74,11.47,10.979462,1649,226
6041119100,Census Tract 1191,,21.3445378,25.210084,7.243512975,13.81551056,0,0,74.47782546,3,8.767920216,3.6,93.25,0.19,2.18,4.38,11.937651,595,58
6041119201,Census Tract 1192.01,,28.4416492,29.2103424,7.487733761,13.16905611,0,0,54.15754923,4.5,25.42272323,6.2,79.95,2.91,6.32,10.83,11.120949,1431,56
6041119202,Census Tract 1192.02,,12.4223602,33.5403727,7.649692624,13.81551056,0,0,70.79796265,3.8,17.41641337,5.9,90.79,4.68,2.86,1.67,11.99153,161,65
6075012000,Census Tract 120,,18.925421,28.6287089,7.017506143,13.44081711,1.082598236,1.174934726,36.91605198,5.4,36.0931799,19.7,51.45,10.08,26.86,11.62,10.49499,2494,196
6041120000,Census Tract 1200,,31.9968553,19.7327044,7.466227556,13.81551056,0,0,68.72256365,5.2,15.35748637,3,88.78,1.15,5.03,5.03,11.517326,1272,83
6075012100,Census Tract 121,,27.1408517,28.8254562,7.220373837,13.07987333,1.77819373,1.80952381,49.58762887,6.3,30.57275542,17.4,61.07,3.04,25.9,9.98,10.765681,2137,37
6041121100,Census Tract 1211,,17.7506775,27.6422764,7.395107547,13.80838523,0,0,65.39446721,2,15.69778104,3.6,81.39,0.31,8.27,10.03,11.716495,738,202
6041121200,Census Tract 1212,,17.6100629,24.0041929,7.649692624,13.6162056,0,0,64.96424923,6.3,17.31901628,5.8,80.67,2.18,9.04,8.11,11.339346,954,245
6075012201,Census Tract 122.01,,21.9984202,33.056872,7.153833802,12.88815888,0.908372828,1.025412394,35.06363863,6.6,46.08828671,23.1,36.78,7.39,35.95,19.89,10.546525,2532,289
6075012202,Census Tract 122.02,,14.4633508,39.3324607,6.802394763,13.81551056,0.392670157,0.417246175,38.08752026,6.8,45.01461513,30.1,44.53,18.29,24.03,13.15,10.282814,1528,90
6041122000,Census Tract 1220,,#DIV/0!,#DIV/0!,6.946975992,13.22311328,#DIV/0!,#DIV/0!,#DIV/0!,0,11.10507738,-,18.44,36.25,4.51,40.81,#VALUE!,0,0
6075012301,Census Tract 123.01,,30.7629204,35.6029532,6.395261598,13.22311328,0.410172272,0.662251656,21.16154873,2.8,53.8547486,46,40.5,14.08,31.73,13.69,9.42311,1219,464
6075012302,Census Tract 123.02,,27.6871131,24.3106359,7.126890809,13.22311328,1.294316263,1.757066463,50.09398496,6.3,42.45432883,25.2,44.28,8.7,41.34,5.68,10.287457,1777,468
6041123000,Census Tract 1230,,15.1515152,34.3434343,7.649692624,13.81551056,0,0,77.54971135,4.7,13.53604708,3.7,89.26,0.2,3.53,7.01,12.012439,198,154
6075012401,Census Tract 124.01,,27.8886118,43.3915212,6.682108597,13.22311328,0.540315877,0.689289502,17.73130908,6.5,53.69607631,26.7,45.74,6.85,25.82,21.59,9.911059,2406,520
6075012402,Census Tract 124.02,,23.5641439,40.3113258,6.964135612,12.83040551,1.717659689,2.059202059,49.76940815,3.8,32.86177424,29.2,45.21,6.07,35.96,12.76,10.398001,1863,309
6041124100,Census Tract 1241,,28.6705202,23.0057803,7.377758908,13.81551056,0,0,68.91292291,4.6,12.99151889,6.2,86.74,0.44,7.94,4.88,11.681165,865,290
6041124200,Census Tract 1242,,17.2368421,27.7631579,7.649692624,13.81551056,0,0,72.7695373,4.4,22.86000334,5.7,92.36,0.72,3.04,3.89,11.778814,760,299
6075012501,Census Tract 125.01,,33.8132838,35.299582,6.289715571,12.56723749,0.464468184,0.589622642,18.0156658,3.5,43.6425148,40.9,31.69,12.15,45.19,10.97,9.485241,2153,457
6075012502,Census Tract 125.02,,26.3761468,22.5229358,6.095824562,13.22311328,0.04587156,0.047348485,11.94627036,5.2,55.19417476,43.2,24.37,12.67,42.6,20.36,9.414668,2180,68
6041125000,Census Tract 1250,,20.0351494,29.7012302,7.332369206,13.81551056,0,0,74.07174323,5.7,18.99038462,10.8,76.31,2.34,14.79,6.56,11.471197,1138,84
6075012601,Census Tract 126.01,,17.2915073,16.1438409,7.534228326,13.81551056,0.918133129,1.028277635,84.69798658,4.3,17.08683473,2,86.91,0,11.08,2,11.48893,1307,140
6075012602,Census Tract 126.02,,11.6512346,8.9506173,7.649692624,13.81551056,2.700617284,3.022452504,80.88642659,3.4,14.99516285,4.5,87.1,0,8.93,3.97,11.785255,1296,138
6041126100,Census Tract 1261,,28.0780781,9.6096096,7.649692624,13.81551056,0,0,78.94736842,3.7,12.5042416,2.6,89.89,0.98,1.48,7.65,11.882024,666,105
6041126200,Census Tract 1262,,26.5330189,36.0849057,7.515344571,13.58256916,0,0,73.2503888,1.1,19.00022619,5.4,87.51,0.72,6.24,5.52,11.424444,848,71
6075012700,Census Tract 127,,7.8287462,19.5107034,7.569927655,13.81551056,1.651376147,1.876302988,75.5853887,5.9,17.69558276,8.1,84.09,4.79,7.48,3.65,11.706467,1635,196
6041127000,Census Tract 1270,,23,23.6,7.501082124,13.81551056,0,0,76.0738052,2.2,13.72592429,1.6,91.28,0,4.14,4.58,11.923776,500,286
6075012800,Census Tract 128,,10.1950913,10.8244179,7.579167967,13.81551056,1.447451227,1.725431358,78.14586543,3.8,19.600652,5.3,81.36,1.89,10.8,5.95,11.742051,1589,256
6041128100,Census Tract 1281,,33.5433071,17.480315,7.649692624,13.70837068,0,0,69.57424714,6.7,14.22256098,4.9,83.87,1.74,9.5,4.89,11.842431,635,213
6041128200,Census Tract 1282,,17.6605505,24.5412844,7.570958583,13.81551056,0,0,74.74358974,5.2,8.764568765,4,87.11,1.45,7.27,4.17,11.71985,436,295
6075012901,Census Tract 129.01,,14.7113594,9.1247672,7.551186867,13.81551056,1.675977654,2.080924855,81.95679797,3.1,13.33075734,2.3,79.91,0.08,12.94,7.07,11.676557,1074,209
6075012902,Census Tract 129.02,,13.4868421,16.1842105,7.443078374,13.81551056,2.631578947,2.93040293,78.41105354,3.3,16.8699187,6.6,79.38,1.34,14.05,5.23,11.591746,1520,155
6041129000,Census Tract 1290,,33.9173967,39.2991239,7.216709487,12.60182406,0,0,28.53551226,9.8,26.2970297,43.3,33.27,31.33,7.72,27.68,10.509632,799,90
6075013000,Census Tract 130,,9.4789357,14.1906874,7.560601163,13.81551056,2.66075388,2.977667494,81.58561297,6.7,12.00527704,9.3,85.75,0,10.38,3.87,11.802134,1804,192
6041130201,Census Tract 1302.01,,16.3471241,27.9515641,7.649692624,13.81551056,0,0,70.22082019,5.5,11.46427601,4.2,95.98,0.65,1.82,1.55,11.739009,991,231
6041130202,Census Tract 1302.02,,26.16,21.28,7.552237288,13.59859756,0,0,75.10668563,7.7,12.0193532,7.4,88.52,2.65,5.02,3.82,11.563666,1250,344
6075013101,Census Tract 131.01,,26.0686016,13.878628,7.649692624,13.67348606,1.160949868,1.300236407,89.15108796,2.6,19.54629385,2.9,73.91,2.8,17.41,5.88,11.72538,1895,203
6075013102,Census Tract 131.02,,6.9946195,25.9800154,7.649692624,13.81551056,1.306687164,1.448040886,80.32719836,1,15.30460624,7,90.97,0.04,7.39,1.6,11.510142,1301,127
6041131100,Census Tract 1311,,17.4698795,17.4698795,7.437206367,13.81551056,0,0,57.88834951,0.9,6.611570248,7.3,84.85,2.85,6.98,5.33,11.715376,166,65
6075013200,Census Tract 132,,18.48,11.76,7.649692624,13.81551056,2.4,2.973240833,84.09831954,2.9,14.07880724,2.8,82.83,1.87,13.08,2.22,11.846988,1250,241
6041132100,Census Tract 1321,,24.0310078,42.6356589,7.567862605,13.74658911,0,0,62.75016139,4.1,16.85985248,13,92.47,4,2.53,1,11.276671,258,1013
6041132200,Census Tract 1322,,26.0869565,35.2173913,7.25629724,13.704579,0,0,45.6879526,1.8,19.25766541,18.1,87.84,2.64,0.59,8.93,10.847432,460,449
6075013300,Census Tract 133,,26.0460251,15.8995816,7.649692624,13.81551056,1.569037657,1.884422111,77.85133915,4.6,16.6443552,11.3,78.67,1.74,12.99,6.6,11.819675,956,160
6041133000,Census Tract 1330,,24.3066884,23.817292,7.074116816,13.80222266,0,0,37.8435518,2.3,16.85179308,9.1,79.82,0.25,1.43,18.5,10.921215,613,665
6075013400,Census Tract 134,,19.6331522,13.7907609,7.595889918,13.81551056,1.5625,1.725431358,74.46675031,3.4,16.45665323,5.8,85.96,1.49,9.25,3.3,11.693704,1472,139
6075013500,Census Tract 135,,19.2250373,7.6005961,7.431299675,13.81551056,1.043219076,1.22591944,81.39433551,3.4,15.23919753,7.6,80.25,1.66,14.12,3.97,11.548466,1342,200
6075015100,Census Tract 151,,18.4115523,29.33213,7.52131798,13.33327239,1.805054152,2.522068096,75.55786196,3.3,37.41690408,6.9,64.01,0,29.2,6.79,11.313279,1108,315
6075015200,Census Tract 152,,22.0696938,14.8891235,7.325807503,13.65216776,1.319957761,1.439263097,68.69943995,3.8,21.26778784,11.4,69.34,3.67,23.47,3.52,11.112985,1894,157
6075015300,Census Tract 153,,15.9638554,24.0963855,7.488293515,13.81551056,4.668674699,5.263157895,73.95964691,5.3,16.60212972,7.6,69.6,8.76,14.04,7.6,11.390328,664,75
6075015400,Census Tract 154,,19.0338164,19.9033816,7.522940918,13.74894331,1.93236715,2.040816327,75.69597879,6.6,21.86603678,6.6,63.98,3.71,26.67,5.64,11.603214,2070,110
6075015500,Census Tract 155,,21.4181642,24.5264692,7.241366283,13.31083266,0.922778048,0.98855359,53.09174576,2.9,36.5237366,20.9,57.61,5.87,30.96,5.56,10.856496,2059,137
6075015600,Census Tract 156,,21.3909378,26.7650158,7.341483852,13.76358549,2.10748156,2.478314746,66.84675835,5.3,28.59038143,14.9,56.32,2.42,33.33,7.93,11.287467,949,142
6075015700,Census Tract 157,,21.0867398,20.7377866,7.443078374,13.64306012,3.539381854,3.811057434,67.37347469,4.6,17.97444166,14.5,58.45,6.23,26.04,9.28,11.336105,2006,143
6075015801,Census Tract 158.01,,21.7760618,10.2702703,7.048386409,13.48797824,1.621621622,1.711491443,56.14035088,4.4,25.04012841,13.7,48.15,29.96,15.2,6.69,11.192279,1295,68
6075015802,Census Tract 158.02,,19.2941176,14.1176471,7.254177846,13.68426227,3.215686275,3.713768116,72.34042553,6.7,22.91152626,11.8,69.79,8.11,12.41,9.69,11.364147,1275,171
6075015900,Census Tract 159,,15.6154317,23.882425,7.383989458,12.94012182,1.959583588,2.253521127,55.75132979,3.7,39.6961529,20.9,41.02,14.7,37.15,7.13,10.551402,1633,213
6075016000,Census Tract 160,,24.1438356,20.2054795,7.190676034,13.20964139,1.198630137,1.418439716,68.46435101,2.6,42.00626959,12.6,54.7,4.66,29.11,11.52,10.987105,1168,181
6075016100,Census Tract 161,,21.537261,23.644167,6.410174882,13.59760327,0.663285213,0.700453234,42.20812183,6.7,46.21435595,39.5,28.26,32.9,31.48,7.35,9.881804,2563,136
6075016200,Census Tract 162,,23.9052405,24.5513281,7.177018766,13.45669046,2.512562814,2.824858757,66.47602288,3.7,20.89093702,16.6,65.05,4.07,17.43,13.44,10.9964,1393,154
6075016300,Census Tract 163,,17.5909362,19.0816935,7.380255788,13.42557425,2.504472272,2.783300199,59.59907479,4.1,28.41196293,19,53.6,27.49,11.6,7.31,11.314706,1677,168
6075016400,Census Tract 164,,17.793828,16.8745896,7.480428306,13.56807431,0,0,66.28502561,4.2,20.45949214,13.4,72.31,9.79,10.5,7.4,11.342766,1523,103
6075016500,Census Tract 165,,20.9469892,15.8003088,7.349873705,13.5619078,2.058672156,2.140181915,61.47308782,5.3,23.41454985,13.5,65.8,12.51,11.34,10.35,11.344507,1943,74
6075016600,Census Tract 166,,17.2740889,12.1318023,7.514254653,13.77030397,0,0,73.62325175,4.8,14.59273975,13.3,75.35,4.77,11.11,8.78,11.458702,2003,240
6075016700,Census Tract 167,,18.4820394,16.5701043,7.511524648,13.81551056,0,0,79.7124971,5.1,15.66532258,9.4,84.4,2.76,9.17,3.67,11.701403,1726,126
6075016801,Census Tract 168.01,,20.3566122,16.4190193,7.430114139,13.50490098,0,0,68.48507188,7.5,16.25112646,10.3,62.12,15.77,13.76,8.35,11.292017,1346,92
6075016802,Census Tract 168.02,,17.2901081,22.4438903,7.153833802,13.46311217,0,0,68.77337322,5.6,17.88975313,19.2,61.75,9.33,19.04,9.87,11.229674,1203,379
6075016900,Census Tract 169,,26.097973,11.0641892,7.351158226,13.70301353,0,0,68.38288615,5.3,17.17974181,6.7,79.08,3.61,9.57,7.75,11.510523,1184,185
6075017000,Census Tract 170,,22.5663717,17.2566372,7.649692624,13.81551056,0,0,82.46065808,3.9,22.55639098,7.1,82.11,3.21,12.06,2.62,11.737572,904,212
6075017101,Census Tract 171.01,,14.6979261,8.3859333,7.544332108,13.81551056,0,0,80.36072144,2.4,15.01265111,4.4,85.86,3.01,3.74,7.39,11.724523,1109,215
6075017102,Census Tract 171.02,,18.1208054,20.7214765,7.550135342,13.81551056,0,0,85.82887701,5.9,12.09218022,9.3,79.34,3.06,7.2,10.41,11.641072,1192,131
6075017601,Census Tract 176.01,,20.6834532,30.2458034,6.603943825,13.20504874,0,0,34.46931163,4.1,43.89196676,28.4,29.61,13.34,48.1,8.95,10.0114,3336,1064
6075017700,Census Tract 177,,14.1680395,14.4975288,7.342131731,13.51440547,0,0,41.54929577,6.4,39.29866989,16.7,54.11,2.06,7.98,35.85,11.281725,607,110
6075017801,Census Tract 178.01,,31.3071544,6.2937063,5.683579767,13.36201,0.753093061,0.877742947,40.81769437,2.9,65.91650359,34.2,26.78,5.58,65.26,2.38,9.721786,1859,264
6075017802,Census Tract 178.02,,29.8375185,20.2363368,6.992096427,13.36530956,0,0,43.49514563,6.4,36.87021128,19.5,45.83,8.57,30.65,14.95,11.104581,1354,501
6075017902,Census Tract 179.02,,14.9681529,32.4840764,7.40671073,13.22311328,0,0,36.55913978,6.6,27.57054817,50,37.46,23.32,15.99,23.22,10.547366,628,212
6075018000,Census Tract 180,,14.7712418,19.869281,7.649692624,13.51670013,0,0,57.7941815,4.1,24.69059406,23.3,47.28,15.9,20.79,16.03,11.737316,765,220
6075020100,Census Tract 201,,20.7810321,27.5220828,6.756932389,13.3297027,0,0,38.91928865,5.8,40.78371695,25.7,51.68,4.34,19.08,24.9,10.570727,2151,360
6075020200,Census Tract 202,,20.7605743,12.6891735,7.249215057,13.41771596,0,0,60.8490566,6.8,27.25595438,11.6,64.91,5.94,13.6,15.55,11.087145,2577,280
6075020300,Census Tract 203,,12.0674357,15.1730257,7.438971592,13.58948787,0,0,73.26468345,5.8,20.4799474,13.3,73.73,2.01,13.12,11.14,11.537618,1127,165
6075020401,Census Tract 204.01,,16.967509,16.3658243,7.649692624,13.78422627,0,0,74.58957887,2.9,19.54692557,2.4,80.61,4.01,7.15,8.22,11.835161,831,156
6075020402,Census Tract 204.02,,17.8786222,17.4958994,7.519149958,13.59897016,0,0,65.60190074,3.5,24.58817829,4.4,76.31,2.88,14.32,6.49,11.410472,1829,165
6075020500,Census Tract 205,,17.9548157,18.549346,7.445417557,13.81551056,0,0,70.18085576,3.4,17.04459562,8.2,84.58,2.34,5.78,7.29,11.590682,841,62
6075020600,Census Tract 206,,15.1494093,15.3578874,7.477038472,13.81551056,0,0,78.8997555,5.4,17.99435641,8.4,79.27,1.89,7.79,11.05,11.810033,1439,348
6075020700,Census Tract 207,,18.6851211,11.7152743,7.485491608,13.67808588,0,0,78.23631625,4.1,23.2172471,9.9,74.07,0.92,11.55,13.45,11.68518,2023,87
6075020800,Census Tract 208,,19.944212,27.1036727,7.037027615,13.55544365,0,0,43.97000625,6.3,48.56033646,21,63.57,3.15,13.1,20.17,11.045989,2151,247
6075020900,Census Tract 209,,30.2746149,19.6918955,7.090076836,13.44328678,0,0,39.01308615,4.9,42.19775566,19,58.48,1.16,13.53,26.83,10.83147,1493,159
6075021000,Census Tract 210,,20.6238065,16.9318905,7.459338895,13.74808788,0,0,74.38657987,3.4,16.15452151,5.7,74.85,0.57,12.69,11.9,11.522757,1571,80
6075021100,Census Tract 211,,9.7291876,20.8625878,7.649692624,13.81551056,0,0,77.76082977,5.3,17.68094165,8.1,77.13,1.88,12.02,8.97,11.67191,997,169
6075021200,Census Tract 212,,15.7320872,17.2897196,7.576609767,13.81551056,0,0,84.64483199,4.7,15.86910626,7.8,81.81,1.16,9.75,7.28,11.768056,642,123
6075021300,Census Tract 213,,18.2555781,10.1419878,7.457032089,13.81551056,0,0,80.24271845,3.1,17.32673267,3.2,80.46,0,12.03,7.5,11.884489,493,105
6075021400,Census Tract 214,,15.7384988,15.3753027,7.594381243,13.81551056,0,0,82.20880682,5,17.69297485,3.4,78.49,0.26,13.62,7.63,11.755118,826,157
6075021500,Census Tract 215,,18.3828611,14.3745681,7.305188215,13.76862857,0,0,69.29133858,4.9,24.97562878,6.3,77.17,3.82,10.49,8.52,11.580304,1447,122
6075021600,Census Tract 216,,29.9862448,15.8184319,7.649692624,13.67290959,0,0,72.56080114,2.9,21.03806228,6,59.63,6.67,19.52,14.19,11.67877,727,145
6075021700,Census Tract 217,,33.2247557,24.5928339,7.196686571,13.70837068,0,0,63.47986474,4.5,19.78426085,10,62.17,12.36,17.19,8.29,11.505155,614,58
6075021800,Census Tract 218,,29.1434928,13.4593993,7.649692624,13.75830508,0,0,72.51409914,5,15.45540349,6.7,78.39,1.77,7.88,11.96,11.735573,899,52
6075022600,Census Tract 226,,13.6890951,13.6890951,7.649692624,13.50162139,0,0,83.74704492,3.4,24.27652733,2.1,61.36,8.25,25.94,4.45,12.074328,431,75
6075022702,Census Tract 227.02,,10.7491857,9.771987,7.649692624,13.69209921,0,0,72.4478595,1.3,22.02873313,5,75.05,2.44,13.1,9.4,11.96221,614,76
6075022704,Census Tract 227.04,,16.7525773,12.242268,7.649692624,13.72646074,0,0,82.56912846,4.9,20.33796017,3.9,73.96,0.97,17.14,7.94,11.848869,776,83
6075022801,Census Tract 228.01,,21.1743772,22.0640569,7.498869734,13.43102386,0,0,55.20562207,6.7,27.18524459,11.9,62.61,3.95,14.76,18.68,11.410084,1124,83
6075022802,Census Tract 228.02,,18.8811189,21.9114219,7.123672785,13.66828584,0,0,38.99721448,1.3,30.67567568,24.9,53.51,3.83,18.02,24.64,10.977636,429,81
6075022803,Census Tract 228.03,,19.1289496,14.0905209,7.273786318,13.52782849,0,0,39.5598497,7.8,40.62880325,13,59.84,2.01,8.42,29.74,11.347685,1171,108
6075022901,Census Tract 229.01,,34.5388788,14.9186257,7.342779189,13.57890176,0,0,30.86844368,9.3,47.53184713,17.7,51.37,3.96,9.71,34.95,11.022948,1106,124
