GEOID,Census_Tract,year,rent_aff_1,rent_aff_2,log_median_rent,log_median_house_price,percent_airbnb_all_rentals,percent_airbnb_active_rentals,percent_bachelors_degree,percent_unempl,percent_foreign_born,percent_bpl,percent_white,percent_african_american_or_black,percent_asian,percent_other_races,log_MHI,rental_units,vacant_rental
6013345116,Census Tract 3451.16,2013,23.4636872,21.2290503,7.649692624,13.39938887,0,0,53.2,3.4,28.3,1.2,57.74,0.06,32.65,9.54,11.755872,179,15
6013345202,Census Tract 3452.02,2013,13.1313131,21.1447811,7.503289631,13.28022146,0,0,62.3,9,27.5,2.9,59.16,8.27,24.87,7.71,11.652340,1485,80
6013345203,Census Tract 3452.03,2013,34.0941512,14.2653352,7.512071246,13.70502582,0,0,58.5,4.9,10.5,1.1,78.13,0.51,11.75,9.61,11.694138,701,90
6013345204,Census Tract 3452.04,2013,43.5294118,9.4117647,7.393263095,13.81551056,0,0,70.6,3.6,5.5,1,97.06,0.00,2.44,0.50,11.811547,85,43
6013346101,Census Tract 3461.01,2013,19.2307692,29.2307692,7.649692624,13.64020434,0,0,74.9,3.4,14.5,1.3,81.10,0.05,16.19,2.66,11.937866,130,39
6013346102,Census Tract 3461.02,2013,49.1379310,0.0000000,7.649692624,13.81551056,0,0,76.9,3,13.1,1.1,87.69,1.01,9.32,1.98,12.000480,116,104
6013346201,Census Tract 3462.01,2013,13.1782946,54.7803618,7.649692624,13.81551056,0,0,64.6,4.5,9.1,8.3,88.51,0.42,5.86,5.21,11.796298,387,51
6013346203,Census Tract 3462.03,2013,0.0000000,0.0000000,6.877296071,13.66165983,0,0,61.5,5,9.7,8.5,90.25,0.03,7.58,2.14,11.718011,47,63
6013346204,Census Tract 3462.04,2013,29.3150685,21.6438356,7.649692624,13.73125901,0,0,70.5,6.6,16.8,3.6,79.15,0.32,15.75,4.78,12.013052,365,0
6013347000,Census Tract 3470,2013,32.3699422,35.2601156,7.135687347,13.7586227,0,0,64.7,2.4,9.7,2.5,80.85,1.45,9.82,7.89,11.992483,346,34
6013348000,Census Tract 3480,2013,7.6388889,15.2777778,7.313220387,13.81551056,0,0,76.1,3.4,12.2,4.6,84.50,0.22,8.02,7.26,12.064572,144,145
6013349000,Census Tract 3490,2013,27.6510067,18.2550336,7.291656209,13.63506724,0,0,63.8,5.3,19.2,5.9,81.82,2.55,10.20,5.43,11.554288,745,114
6013350000,Census Tract 3500,2013,12.2710623,27.5641026,7.364547014,13.74455147,0,0,70,3,14.9,4,78.76,4.92,12.16,4.15,11.483414,1092,112
6075035100,Census Tract 351,2013,31.6291161,16.6377816,7.479299638,13.45583111,0,0,47.7,2.4,43.1,7.1,33.56,0.88,59.69,5.87,11.478448,1154,87
6013351101,Census Tract 3511.01,2013,17.9687500,34.3750000,7.052721049,12.72098989,0,0,52.8,4.4,17.2,2.2,87.46,0.00,11.15,1.39,10.738308,128,435
6013351102,Census Tract 3511.02,2013,11.7647059,48.2972136,6.796823718,12.21997555,0,0,51.6,1.3,24.1,6.4,83.55,0.11,14.29,2.05,10.692558,323,461
6013351103,Census Tract 3511.03,2013,59.0361446,0.0000000,7.261927093,13.13072829,0,0,64.1,0,28.9,5.6,92.32,0.05,5.95,1.68,11.174511,83,93
6013351200,Census Tract 3512,2013,20.9677419,18.5483871,7.649692624,13.74240209,0,0,75,4.2,12.5,1,85.71,0.00,10.54,3.75,11.894139,124,38
6075035201,Census Tract 352.01,2013,28.7371134,35.9536082,7.383989458,13.36122279,0,0,33.1,7.9,45.5,7.9,40.99,0.10,52.25,6.66,11.110580,776,151
6075035202,Census Tract 352.02,2013,27.7477477,20.5405405,7.404887576,13.40679016,0,0,46.2,3.8,38.4,10.8,46.70,0.92,41.46,10.91,11.183198,1110,131
6013352101,Census Tract 3521.01,2013,57.5342466,24.6575342,7.649692624,13.81551056,0,0,76.5,4.6,12.7,4.2,75.03,4.08,11.56,9.33,11.850390,73,52
6013352102,Census Tract 3521.02,2013,29.7709924,0.0000000,7.508787171,13.73787329,0,0,78,2.2,12.2,1.4,80.11,0.52,16.29,3.08,11.899058,131,66
6013352201,Census Tract 3522.01,2013,23.3885820,34.0699816,7.444248649,13.67348606,0,0,72.4,3.9,11.9,5.3,81.98,0.38,13.26,4.39,11.690502,543,29
6013352202,Census Tract 3522.02,2013,17.9487179,19.2307692,7.649692624,13.57369374,0,0,69.3,4.6,17.2,4.2,78.63,2.98,14.33,4.06,11.648330,234,54
6075035300,Census Tract 353,2013,20.0951249,36.1474435,7.360103973,13.39620004,0,0,34.5,7,45.2,10.1,26.45,1.06,64.38,8.11,11.185962,841,104
6013353001,Census Tract 3530.01,2013,30.1587302,0.0000000,7.649692624,13.75011834,0,0,77.1,4.3,16.2,0.7,73.77,4.57,13.84,7.82,12.010252,63,37
6013353002,Census Tract 3530.02,2013,17.2043011,9.6774194,7.649692624,13.81551056,0,0,74.9,3.5,11.5,2,78.52,0.05,13.09,8.35,12.033319,93,40
6075035400,Census Tract 354,2013,21.3903743,34.7593583,7.297768283,13.39361114,0,0,34.5,5.8,41.2,10.7,36.64,1.05,54.09,8.21,11.293687,935,153
6013354001,Census Tract 3540.01,2013,16.6666667,0.0000000,7.649692624,13.6631749,0,0,83.8,4.7,13.5,1.2,84.08,1.46,10.61,3.85,12.011225,30,22
6013354002,Census Tract 3540.02,2013,31.4285714,12.9870130,7.110696123,13.81551056,0,0,80.9,2.4,17.8,2.6,79.51,0.61,10.14,9.75,12.078239,385,68
6013355107,Census Tract 3551.07,2013,19.8555957,12.9963899,7.483806688,12.61917518,0,0,27.5,5.5,25.8,1.3,63.98,7.53,17.45,11.05,11.361533,277,52
6013355108,Census Tract 3551.08,2013,33.8218715,35.8511838,7.649692624,12.62773913,0,0,33.4,9.6,25.9,5.5,31.30,26.18,19.60,22.92,11.404471,887,313
6013355109,Census Tract 3551.09,2013,17.2011662,45.7725948,7.113142109,12.47876798,0,0,22.2,11.1,23.9,22.7,47.52,14.25,9.23,29.00,11.442535,343,91
6013355110,Census Tract 3551.10,2013,1.9553073,9.2178771,7.649692624,12.38672615,0,0,24.8,13,22,10.5,40.06,21.77,5.16,33.00,11.442213,358,57
6013355111,Census Tract 3551.11,2013,8.6715867,28.5977860,7.649692624,12.43519827,0,0,26.5,11.8,19.6,11,52.37,19.36,13.52,14.75,11.503875,542,150
6013355112,Census Tract 3551.12,2013,8.9005236,0.0000000,7.454719949,13.81551056,0,0,64.4,1.7,18.9,7.6,82.10,1.63,12.84,3.43,11.972146,191,126
6013355113,Census Tract 3551.13,2013,12.3762376,8.4158416,7.649692624,13.73267228,0,0,73.7,1.9,28,1,55.48,11.06,30.04,3.42,12.058790,202,102
6013355114,Census Tract 3551.14,2013,20.9775967,27.0875764,7.649692624,13.61069796,0,0,70.4,4.6,27.9,2.6,49.38,2.72,40.86,7.04,11.990445,491,74
6013355115,Census Tract 3551.15,2013,21.0310966,26.5139116,7.365812837,13.43732009,0,0,53,6,42.7,14.9,40.83,9.46,42.93,6.78,11.501045,1222,87
6013355116,Census Tract 3551.16,2013,26.3636364,0.0000000,7.649692624,13.66049284,0,0,84.4,2.2,42.3,2.1,20.79,0.92,71.02,7.27,12.186273,110,33
6013355117,Census Tract 3551.17,2013,58.7628866,0.0000000,7.649692624,13.56319563,0,0,79.8,4.5,47,2.3,14.18,0.77,77.96,7.10,12.035498,97,125
6013355200,Census Tract 3552,2013,29.6220633,17.7732380,7.486052618,12.78605113,0,0,38,10.2,32.4,4.9,28.72,8.55,37.07,25.66,11.411413,979,518
6013355301,Census Tract 3553.01,2013,17.1153846,21.7307692,7.559038255,13.09025332,0,0,45.1,5.9,20.3,5.6,68.09,5.06,13.79,13.06,11.531973,520,0
6013355302,Census Tract 3553.02,2013,14.2857143,0.0000000,7.649692624,13.68357789,0,0,73.5,7.1,21.9,1.1,76.18,1.47,16.32,6.03,12.082492,49,31
6013355304,Census Tract 3553.04,2013,28.0748663,25.9358289,7.649692624,13.10338441,0,0,47.9,6.2,19.1,4,82.13,2.88,8.39,6.60,11.558740,374,220
6013355306,Census Tract 3553.06,2013,42.0212766,12.2340426,7.649692624,13.31364468,0,0,47.1,5.2,5.2,2.6,92.12,0.43,5.14,2.32,11.793394,188,81
6013356001,Census Tract 3560.01,2013,50.5208333,28.1250000,7.126890809,12.68880739,0,0,27.2,4.2,36,10.7,43.23,13.39,31.44,11.94,11.283349,192,57
6013356002,Census Tract 3560.02,2013,32.1995465,26.5306122,7.529406458,13.04202062,0,0,40.9,4.7,22.1,3.4,44.11,16.60,27.90,11.39,11.658107,441,72
6013357000,Census Tract 3570,2013,9.0909091,19.8211624,6.858565035,12.76110652,0,0,30.1,3.3,7.1,8,85.85,0.70,1.93,11.52,11.338012,671,165
6013358000,Census Tract 3580,2013,22.4664225,34.3101343,7.038783541,12.47227569,0,0,21,9.3,25.5,9,65.63,11.23,13.75,9.40,10.980025,819,201
6013359102,Census Tract 3591.02,2013,38.1370826,25.4833040,7.238496841,12.60619015,0,0,28.1,6.4,24.5,13.8,41.05,15.36,26.52,17.06,11.114625,569,197
6013359103,Census Tract 3591.03,2013,19.5230999,28.3159463,7.010311867,12.69127272,0,0,34.2,5,28.4,8.5,44.72,13.82,29.44,12.02,11.168927,671,127
6013359104,Census Tract 3591.04,2013,33.3333333,21.9409283,7.422971251,12.31402979,0,0,59.7,9.2,29.2,14.3,32.45,14.93,37.14,15.49,11.158676,237,79
6013359105,Census Tract 3591.05,2013,42.1052632,18.7134503,7.649692624,12.87492713,0,0,51.9,3.3,31.6,2.2,33.25,20.08,35.95,10.72,11.591958,171,87
6013359202,Census Tract 3592.02,2013,27.4447950,17.9810726,7.571988449,12.84581905,0,0,41.4,5.4,20,4.6,59.07,7.64,20.41,12.88,11.470926,317,147
6013359203,Census Tract 3592.03,2013,40.5520170,34.6072187,7.396948603,12.69649146,0,0,29,3.9,29.3,9,33.04,20.42,34.82,11.71,11.334648,471,10
6013359204,Census Tract 3592.04,2013,34.0611354,36.2445415,7.113142109,12.90171671,0,0,41.2,4.7,37.8,3,25.66,11.83,53.06,9.45,11.647657,229,49
6013360101,Census Tract 3601.01,2013,5.8219178,30.4794521,7.468513271,12.76683064,0,0,37.7,4.9,22.1,4.8,53.93,13.44,18.29,14.34,11.419428,292,214
6013360102,Census Tract 3601.02,2013,9.5652174,34.7826087,7.649692624,12.95583643,0,0,46.6,8.2,29.2,4.5,55.16,8.97,26.62,9.25,11.646337,115,29
6013360200,Census Tract 3602,2013,25.6926952,15.6171285,7.102499356,12.66507852,0,0,23.2,8.7,20.6,11.5,53.57,13.15,18.34,14.94,11.005494,794,115
6013361000,Census Tract 3610,2013,24.0601504,13.6842105,6.981934677,12.71679826,0,0,37.7,5.4,32.5,11.5,50.61,15.54,21.42,12.43,11.175801,665,95
6013362000,Census Tract 3620,2013,6.8421053,24.7368421,7.165493475,12.81229935,0,0,47.2,8.4,22.5,14.5,63.47,14.17,5.75,16.61,11.121452,190,79
6013363000,Census Tract 3630,2013,31.8777293,14.3231441,7.198931241,12.4840831,0,0,27.1,4,20.6,4.9,47.98,28.25,12.41,11.36,11.030055,1145,158
6013364002,Census Tract 3640.02,2013,18.5958254,58.2542694,7.091742115,12.55532007,0,0,17.9,12.4,30.8,15.9,58.65,11.66,14.02,15.66,10.969215,527,83
6013365002,Census Tract 3650.02,2013,19.7152245,34.1730559,6.97634807,11.97917205,0,0,14.1,13.9,36.9,22.6,45.74,26.14,10.54,17.58,10.618959,913,267
6013365003,Census Tract 3650.03,2013,25.8258258,18.8588589,7.18690102,12.64497253,0,0,43.1,6.9,36.5,9.2,31.31,31.70,25.20,11.80,11.067716,1665,326
6013366001,Census Tract 3660.01,2013,26.1363636,30.9090909,7.310550159,12.26716774,0,0,17.3,9,42,17.1,57.75,6.12,23.93,12.20,11.123580,440,139
6013366002,Census Tract 3660.02,2013,26.3102725,36.8972746,7.035268599,12.06046867,0,0,11.1,7.1,46.1,19.4,52.89,13.43,13.37,20.31,10.744063,954,178
6013367100,Census Tract 3671,2013,33.3951763,30.8905380,6.906754779,12.61519771,0,0,21.8,11.2,21.9,20.7,27.57,45.08,19.33,8.02,10.682767,1078,188
6013367200,Census Tract 3672,2013,36.3184080,19.2786070,6.898714534,12.13188775,0,0,16.1,7.8,39.7,18.2,43.36,17.81,27.86,10.97,10.811403,804,98
6013368001,Census Tract 3680.01,2013,15.8379374,53.5911602,6.875232087,12.17612877,0,0,6.6,9.7,47.9,20.3,76.01,8.71,3.31,11.96,10.760050,543,130
6013368002,Census Tract 3680.02,2013,27.1676301,28.7090559,7.032624261,11.89546307,0,0,7.2,15.9,44.5,19.1,64.06,7.02,7.55,21.36,10.686247,519,86
6013369001,Census Tract 3690.01,2013,31.1688312,31.3543599,6.939253946,11.75115465,0,0,14.7,12.3,39.2,29.6,47.68,23.67,15.71,12.94,10.401745,1617,212
6013369002,Census Tract 3690.02,2013,12.1052632,34.4736842,6.931471806,12.457998,0,0,18,7.8,19,12.9,50.22,19.56,12.02,18.20,11.019661,380,72
6013370000,Census Tract 3700,2013,9.3023256,30.2325581,7.193685818,12.68323807,0,0,36.6,7.3,26.3,6,59.27,10.80,19.76,10.17,11.312949,258,107
6013371000,Census Tract 3710,2013,25.3333333,32.4848485,7.134890852,12.34757221,0,0,27.3,9.1,33.3,14.1,45.86,17.51,20.26,16.36,11.041256,825,176
6013372000,Census Tract 3720,2013,32.8947368,19.8464912,7.04053639,12.24721459,0,0,17.6,8.9,43.1,14.2,55.53,9.87,16.68,17.91,10.843632,912,102
6013373000,Census Tract 3730,2013,29.7142857,32.1904762,6.955592608,11.8684998,0,0,6,5.3,52,21.6,56.14,16.05,12.10,15.71,10.666744,525,132
6013374000,Census Tract 3740,2013,20.9695603,33.8218715,7.118826249,12.31088301,0,0,22,7.8,34.6,23.5,55.74,12.67,17.07,14.52,10.848968,887,200
6013375000,Census Tract 3750,2013,20.5580029,47.2834068,6.994849986,11.96081129,0,0,5.1,9.1,49.8,27.8,55.11,9.88,1.25,33.75,10.522907,681,159
6013376000,Census Tract 3760,2013,23.7104825,30.1164725,6.785587645,11.94405832,0,0,10.4,7.7,38.8,33.8,45.31,27.29,9.34,18.06,10.349775,1202,279
6013377000,Census Tract 3770,2013,17.6514032,37.0753323,6.831953566,11.60823564,0,0,8.3,6.6,32.4,28.6,59.45,21.84,4.30,14.41,10.352970,1354,300
6013378000,Census Tract 3780,2013,25.5959849,25.4705144,7.133295955,13.09991325,0,0,59.1,8.8,13.4,10.8,85.38,4.15,6.20,4.27,11.174624,797,316
6013379000,Census Tract 3790,2013,31.8262411,27.5709220,6.894670039,12.01491214,0,0,7.8,7.9,28.3,25.8,35.93,37.02,2.62,24.43,10.478076,1128,319
6013380000,Census Tract 3800,2013,26.9853508,18.5042406,7.148345744,12.7628272,0,0,50.2,6.7,24.4,21.6,44.09,30.98,11.62,13.31,11.092702,1297,427
6013381000,Census Tract 3810,2013,42.9991715,14.7473074,7.044032897,12.05466819,0,0,11.7,7,26.8,21.6,36.14,44.44,4.69,14.74,10.789505,1207,232
6013382000,Census Tract 3820,2013,30.1429459,35.2392791,7.049254841,12.27232844,0,0,16.8,10.9,31.9,24.3,29.17,45.79,13.97,11.08,10.418972,1609,286
6013383000,Census Tract 3830,2013,29.5929593,36.0836084,7.205635176,12.80902156,0,0,53.4,3.3,30.7,11.1,52.30,10.85,25.25,11.59,11.060463,909,164
6013384000,Census Tract 3840,2013,20.3592814,19.1616766,7.539027056,13.2479382,0,0,63.8,2.5,19.5,5.4,63.96,6.85,15.34,13.85,11.585888,167,76
6013385100,Census Tract 3851,2013,23.8095238,8.3333333,7.649692624,13.50640054,0,0,68.1,3.3,21.4,3.7,58.11,7.92,25.08,8.89,11.690025,84,106
6013385200,Census Tract 3852,2013,0.0000000,11.6279070,7.17395832,13.30535138,0,0,59.9,3.8,22.5,3.3,52.66,4.74,33.61,8.99,11.610760,43,51
6013386000,Census Tract 3860,2013,18.7925998,33.8851022,7.238496841,12.85002958,0,0,46.4,12.4,38.3,14.5,37.33,16.74,30.03,15.89,10.832201,1027,48
6013387000,Census Tract 3870,2013,25.8655804,25.2545825,7.303170051,13.0236474,0,0,55,6.1,28.4,4.8,58.46,7.98,25.86,7.69,11.117569,491,26
6013388000,Census Tract 3880,2013,25.5183413,18.3413078,7.264030143,13.11231304,0,0,57.8,8.9,28.6,8.8,59.62,4.21,27.58,8.59,11.342102,627,23
6013389100,Census Tract 3891,2013,26.1036468,26.8714012,7.299121463,13.15695802,0,0,55.1,9.1,37.4,9.1,64.35,3.07,27.99,4.59,11.062724,521,22
6013389200,Census Tract 3892,2013,26.6081871,23.6842105,7.128495946,12.68819011,0,0,43.4,6.2,45.4,21.9,46.04,8.28,32.58,13.09,10.597784,684,81
6013390100,Census Tract 3901,2013,28.4810127,21.5189873,7.217443432,13.3579097,0,0,61.5,2.4,26.8,11.8,62.81,3.12,22.41,11.67,11.494833,158,58
6013390200,Census Tract 3902,2013,24.4444444,10.3703704,7.649692624,13.26888503,0,0,69.5,4.2,21.8,3.4,72.55,1.48,18.38,7.59,11.605268,135,12
6013391000,Census Tract 3910,2013,9.8484848,28.7878788,7.45007957,13.54802319,0,0,78.3,4.4,14.9,3.4,83.28,1.00,11.45,4.26,11.770200,132,100
6013392000,Census Tract 3920,2013,13.6363636,5.1948052,7.649692624,13.51264716,0,0,82.7,1,15.3,3.5,76.72,0.97,10.57,11.74,11.850390,154,11
6013392200,Census Tract 3922,2013,27.8721279,16.1838162,7.416979621,12.57036848,0,0,20.8,7,39.5,11.2,46.94,20.09,23.37,9.60,11.240224,1001,132
6013392300,Census Tract 3923,2013,14.4067797,28.3898305,6.840546529,13.1117068,0,0,46,6.3,43.4,4.3,10.15,21.42,53.61,14.83,11.707670,236,61
6001400100,Census Tract 4001,2013,3.4482759,32.3275862,7.649692624,13.81551056,0,0,86.7,2.6,23.9,4.5,67.28,4.92,19.62,8.17,11.900172,232,91
6001400200,Census Tract 4002,2013,12.1093750,5.4687500,7.36264527,13.68790443,0,0,80.5,2,15,3.7,76.34,2.06,10.80,10.80,11.784859,256,61
6001400300,Census Tract 4003,2013,16.7760759,23.4135667,7.029087564,13.52742841,0,0,75.4,7.8,17.6,10,69.96,14.23,10.88,4.93,11.228784,1371,128
6001400400,Census Tract 4004,2013,23.4023402,18.1818182,7.333676396,13.5271616,0,0,76.1,4.3,6.8,9.1,69.89,14.55,8.09,7.47,11.442535,1111,48
6001400500,Census Tract 4005,2013,22.8880157,21.4145383,7.14440718,13.21548936,0,0,63.7,6.5,10.4,13.4,57.88,27.64,5.47,9.01,11.201784,1018,95
6001400600,Census Tract 4006,2013,30.7317073,18.7804878,6.902742737,12.95110045,0,0,55.8,9.6,15.9,7.3,36.37,39.56,6.21,17.86,10.889566,410,75
6001400700,Census Tract 4007,2013,27.5666936,37.5101051,7.086737935,13.0365876,0,0,40.7,7.4,10.7,17.8,35.06,48.87,4.21,11.87,10.567103,1237,220
6001400800,Census Tract 4008,2013,25.5769231,25.7692308,7.100851909,12.95536384,0,0,44.5,11.1,15,7.3,46.96,37.12,10.71,5.21,10.950684,1040,245
6001400900,Census Tract 4009,2013,15.3710247,30.9187279,7.170119543,13.05129693,0,0,51.8,7.5,10.9,15.9,50.69,40.08,7.44,1.79,10.918809,566,92
6075040100,Census Tract 401,2013,16.3815789,18.5526316,7.356918242,13.81551056,0,0,61.1,6.9,29,13.4,58.64,2.36,31.01,7.99,11.070054,1520,181
6001401000,Census Tract 4010,2013,22.8399196,43.2685867,7.037027615,12.64819107,0,0,34.2,6.1,16.6,24.9,31.48,43.06,3.87,21.59,10.608761,1493,322
6001401100,Census Tract 4011,2013,18.5846154,25.9692308,7.046647278,12.98974585,0,0,52.4,10,12.9,14.6,58.24,22.74,8.98,10.04,10.886277,1625,122
6001401200,Census Tract 4012,2013,12.9814551,14.9786020,7.13169851,13.2433413,0,0,56,9.2,15.1,9.9,54.36,19.42,10.55,15.68,11.035921,701,59
6001401300,Census Tract 4013,2013,25.9477124,22.3529412,6.831953566,12.76139351,0,0,33,9.6,32,32.5,33.57,34.20,20.76,11.47,10.463960,1530,148
6001401400,Census Tract 4014,2013,17.9028133,38.1926684,6.784457063,12.39172199,0,0,15.6,12.9,27.4,39.9,28.94,43.82,13.85,13.39,10.249344,1173,339
6001401500,Census Tract 4015,2013,29.6500921,28.1767956,6.576469569,12.69065696,0,0,27.2,8.6,14.3,27.3,33.85,51.15,10.34,4.66,10.563181,543,231
6001401600,Census Tract 4016,2013,20.4585538,48.5008818,6.992096427,12.4961269,0,0,20.1,8.6,22.2,37.9,28.90,50.82,13.08,7.20,10.393998,567,161
6001401700,Census Tract 4017,2013,12.9927007,39.7080292,7.044905117,12.68385842,0,0,39.6,5.3,35,23.9,46.62,24.92,11.87,16.59,11.051715,685,120
6001401800,Census Tract 4018,2013,15.1815182,44.8844884,6.763884909,12.44744897,0,0,29.6,16.8,10.1,43.3,32.81,53.27,2.13,11.79,10.323808,606,149
6075040200,Census Tract 402,2013,27.6274386,12.2089364,7.231287004,13.81551056,0,0,56.8,4.9,33.4,7.8,44.22,2.53,45.60,7.65,11.324727,1589,258
6001402200,Census Tract 4022,2013,19.9391172,37.7473364,6.91968385,12.77535584,0,0,23.9,11.9,26.9,20.4,41.56,40.96,8.94,8.54,10.507804,657,122
6001402400,Census Tract 4024,2013,28.6902287,33.5758836,6.735780014,12.78996284,0,0,12.9,23.4,11.8,36.3,8.38,73.27,6.16,12.19,10.119324,962,99
6001402500,Census Tract 4025,2013,21.8032787,21.9672131,6.159095388,12.50765762,0,0,13.3,14.3,15.5,45.5,14.02,66.58,5.92,13.47,9.997615,610,59
6001402600,Census Tract 4026,2013,25.3608247,17.1134021,6.642486801,12.55284876,0,0,32.6,5.7,51.7,27.4,14.97,24.92,57.07,3.04,9.964112,485,76
6001402700,Census Tract 4027,2013,21.6630197,40.2625821,6.88550967,12.67231923,0,0,24.8,9.9,18.2,32.2,33.48,58.88,4.49,3.16,10.037800,457,107
6001402800,Census Tract 4028,2013,30.1985981,26.9275701,6.56667243,12.97918561,0,0,32.2,9.4,31,42.5,29.04,44.15,15.74,11.07,9.898274,1712,180
6001402900,Census Tract 4029,2013,30.8673469,18.7500000,6.668228248,13.38933241,0,0,33.4,3.6,51.3,26.2,29.43,14.75,46.65,9.17,10.056294,784,74
6001403000,Census Tract 4030,2013,17.9584121,20.1323251,6.075346031,12.77705219,0,0,26.3,5,68.9,28.4,7.64,3.93,85.43,3.00,9.721966,1058,322
6001403100,Census Tract 4031,2013,26.7281106,18.8940092,6.732210706,12.86229647,0,0,41.3,3.5,37.8,24.4,28.93,17.13,40.46,13.49,10.925363,434,45
6001403300,Census Tract 4033,2013,28.3240569,28.9424861,7.227662499,12.74461071,0,0,46.6,4,49.9,21,27.67,7.33,55.64,9.36,10.924571,1617,225
6001403400,Census Tract 4034,2013,23.4830575,25.2167061,6.903747258,12.92610515,0,0,49.5,6.6,24.9,16.3,35.27,21.79,24.87,18.06,10.495515,2538,257
6001403501,Census Tract 4035.01,2013,23.2707510,24.0118577,6.877296071,12.7891259,0,0,44.2,4.8,31.5,28.3,33.05,30.88,24.96,11.11,10.644663,2024,292
6001403502,Census Tract 4035.02,2013,20.9951456,14.5631068,7.051855623,12.55567262,0,0,50.1,9.8,20.4,16,57.14,21.53,12.75,8.58,11.056825,824,113
6001403600,Census Tract 4036,2013,19.0917969,14.4042969,7.072421901,12.69863246,0,0,53.6,7.7,28.3,11,37.61,30.94,16.89,14.56,11.036099,2048,279
6001403701,Census Tract 4037.01,2013,24.4289340,9.8984772,7.009408933,12.38463715,0,0,69.8,0.7,20.6,10.5,60.55,19.82,12.33,7.29,10.965073,1576,186
6001403702,Census Tract 4037.02,2013,19.5238095,19.1666667,7.29301768,12.85291407,0,0,70.1,5.2,17.6,8.6,64.75,10.77,15.29,9.19,11.218272,840,32
6001403800,Census Tract 4038,2013,20.2714165,12.1289228,7.190676034,13.44835228,0,0,71.2,5.3,12,6.3,67.11,14.78,10.63,7.48,11.249936,1179,118
6001403900,Census Tract 4039,2013,24.6367239,30.5812417,7.119635638,12.7949698,0,0,65.6,4.7,15.5,7.6,56.89,20.19,13.38,9.54,11.047917,1514,54
6001404000,Census Tract 4040,2013,21.3445378,10.4201681,7.084226422,12.86255584,0,0,60.4,7.3,21.8,10.9,58.68,12.26,12.72,16.33,11.062128,1190,148
6001404101,Census Tract 4041.01,2013,21.7208814,19.2025184,7.134890852,13.2714728,0,0,76.7,5.6,14.2,8,74.86,0.71,14.30,10.14,11.247227,953,189
6001404102,Census Tract 4041.02,2013,20.4644412,13.4978229,7.023758955,13.20707211,0,0,66.1,5.5,17.9,13.3,57.57,10.44,24.14,7.84,10.954292,1378,133
6001404200,Census Tract 4042,2013,15.0769231,11.6923077,7.549082711,13.75352877,0,0,84.4,4.8,17.9,5.5,67.25,10.67,14.62,7.47,11.894139,325,75
6001404300,Census Tract 4043,2013,27.3109244,2.9411765,7.649692624,13.79213957,0,0,79,4.4,15.4,2.7,71.33,5.01,14.44,9.23,12.065672,238,42
6001404400,Census Tract 4044,2013,8.8235294,6.1764706,7.649692624,13.47569273,0,0,83.4,2.2,15.9,3.3,71.95,3.32,16.51,8.22,11.764656,340,167
6001404501,Census Tract 4045.01,2013,2.1276596,11.7021277,7.649692624,13.7824707,0,0,83.6,6.2,12.9,2.3,74.20,3.68,13.78,8.34,12.036174,94,36
6001404502,Census Tract 4045.02,2013,40.4858300,28.3400810,7.649692624,13.53539975,0,0,82.6,1.2,12.8,2.5,77.24,1.66,14.08,7.02,11.749727,247,69
6001404600,Census Tract 4046,2013,23.5294118,5.8823529,7.649692624,13.58383068,0,0,74.9,2.4,13.6,2.7,73.02,7.96,10.60,8.42,11.927747,119,37
6001404700,Census Tract 4047,2013,49.2063492,11.1111111,7.649692624,13.55336627,0,0,74.7,4.3,12,2.3,78.86,6.89,9.93,4.31,11.838423,63,64
6001404800,Census Tract 4048,2013,37.0304114,23.9713775,6.892641641,13.36106527,0,0,52.5,4.5,22.5,7.9,44.97,26.07,17.63,11.33,11.139889,559,29
6001404900,Census Tract 4049,2013,24.1997439,17.2855314,7.104965448,13.26646372,0,0,63.7,4.7,18.9,6,56.18,11.50,21.51,10.80,11.161906,781,77
6001405000,Census Tract 4050,2013,30.6338028,11.9718310,7.351799869,13.39513484,0,0,63.3,4.4,8.4,3,68.89,8.64,14.69,7.78,11.549739,568,98
6001405100,Census Tract 4051,2013,16.2303665,17.2774869,7.268223021,13.66235938,0,0,77.6,5.7,7.9,1.6,74.51,10.37,8.35,6.77,12.128322,191,107
6001405200,Census Tract 4052,2013,9.8657326,23.7594863,7.193685818,13.28770831,0,0,63.5,5,23.2,4,46.35,11.15,27.39,15.11,11.106835,1713,268
6001405301,Census Tract 4053.01,2013,29.5419847,17.0992366,7.068172,12.8952118,0,0,53.4,5.2,17.9,6.5,50.81,21.41,16.15,11.63,10.815308,1310,163
6001405302,Census Tract 4053.02,2013,23.0665770,28.2447882,6.756932389,13.38933241,0,0,29.7,8,45.4,27.7,33.22,26.33,24.41,16.04,10.420852,1487,81
6001405401,Census Tract 4054.01,2013,24.2567568,33.0405405,6.851184927,12.70472447,0,0,17.3,12.2,43.4,33.6,20.42,21.08,35.55,22.95,10.268582,1480,138
6001405402,Census Tract 4054.02,2013,35.6744705,34.2251951,6.82437367,12.58416656,0,0,14.3,13.8,41.6,28.6,23.11,19.99,49.19,7.71,10.191482,897,237
6001405500,Census Tract 4055,2013,34.7790507,29.4599018,7.019296654,12.58690347,0,0,33.8,7.7,32.9,22.9,25.97,20.22,39.27,14.54,10.440536,1222,164
