GEOID,Census_Tract,year,rent_burdened,rent_overburdened,log_median_rent,log_median_house_price,percent_airbnb_all_rentals,percent_airbnb_active_rentals,percent_bachelors_degree,percent_unempl,percent_foreign_born,percent_non_white,log_MHI
6075026302,Census Tract 263.02,2015,24.82993197,17.6870748,7.317212408,13.1131208,0,0,29.10290237,9.3,52.72727273,75.84,11.193629
6075026303,Census Tract 263.03,2015,11.98428291,38.5068762,7.440146681,13.27559935,0,0,16.29834254,12,56.20927558,80.97,11.226523
6075026401,Census Tract 264.01,2015,23.30383481,46.6076696,6.933423026,13.20799046,0,0,13.80738695,15.2,56.33731267,92.43,10.739652
6075026402,Census Tract 264.02,2015,29.14438503,21.3903743,7.431299675,12.99088701,0,0,29.17829457,7.4,45.04197867,88.54,11.294707
6075026403,Census Tract 264.03,2015,22.70742358,29.0393013,7.109062136,13.72940786,0,0,21.96734059,12.8,61.80574555,90.48,10.827191
6075026404,Census Tract 264.04,2015,25.07462687,40.8955224,6.97354302,13.84662155,0,0,11.34273452,15.7,51.53554901,85.74,10.642802
6075030101,Census Tract 301.01,2015,32.00266134,15.1696607,7.428927195,12.42037725,0,0,69.94667959,5.4,21.22574055,33.91,11.278101
6075030102,Census Tract 301.02,2015,15.08282476,14.1238012,7.583756301,13.67613354,0,0,82.77356446,3.3,19.94111874,29.99,11.612164
6013301000,Census Tract 3010,2015,15.63421829,19.1740413,7.244941546,13.80657072,0,0,19.09531502,8.8,10.20263902,19.77,10.835494
6075030201,Census Tract 302.01,2015,12.85223368,11.8213058,7.437206367,12.28442161,0,0,72.80346821,5.8,27.52185211,39.14,11.405574
6075030202,Census Tract 302.02,2015,17.63636364,10.6666667,7.454141078,12.39338174,0,0,71.43954918,3.6,26.10252966,36.2,11.477785
6013302005,Census Tract 3020.05,2015,27.98165138,33.3715596,6.965080346,12.50617724,0,0,8.740871874,11.9,17.10953646,33.97,10.933857
6013302006,Census Tract 3020.06,2015,45.66210046,0,7.427144133,12.58826913,0,0,12.99682035,10.6,15.55501461,24.63,11.313645
6013302007,Census Tract 3020.07,2015,22.14912281,27.8508772,7.301822342,12.66980666,0,0,17.17566577,13.2,18.83086516,31.27,11.171336
6013302008,Census Tract 3020.08,2015,35.92736706,8.9494163,7.238496841,12.63068657,0,0,19.75978303,11.7,22.51052691,39.4,11.382031
6013302009,Census Tract 3020.09,2015,11.58748552,35.8053302,7.559038255,13.80626798,0,0,27.76664997,8.2,25.68049024,66.03,11.473623
6013302010,Census Tract 3020.10,2015,17.81609195,33.3333333,7.593374193,13.71734631,0,0,20.26699029,5.5,11.39794967,27.65,11.562991
6075030301,Census Tract 303.01,2015,22.2331048,22.4289912,7.51479976,12.90271372,0,0,67.65548282,1.2,33.61743976,53.45,11.605231
6075030302,Census Tract 303.02,2015,5.07936508,32.6984127,7.632401127,12.69403898,0,0,67.71170006,7.3,37.13737713,54.78,11.793711
6013303102,Census Tract 3031.02,2015,26.30744849,23.296355,7.005789019,12.78493068,0,0,28.74854707,5.3,25.41982977,32.92,11.550183
6013303103,Census Tract 3031.03,2015,29.44162437,24.0029007,7.451241685,12.86462838,0,0,22.70339344,9.3,17.28189391,30.09,11.322721
6013303201,Census Tract 3032.01,2015,35.79801623,26.871055,7.627057417,13.05279891,0,0,24.99614733,7.5,22.54314585,50.43,11.319753
6013303202,Census Tract 3032.02,2015,23.41197822,38.4754991,7.515889085,12.58210894,0,0,30.84027934,11.8,7.866741321,32.49,11.458786
6013303203,Census Tract 3032.03,2015,23.28042328,39.1534392,7.651120176,12.86307438,0,0,39.20454545,4.1,10.04045997,27.52,11.586761
6013303204,Census Tract 3032.04,2015,49.90253411,26.3157895,7.468513271,13.89727486,0,0,19.04761905,9.4,20.41938111,22.64,11.027605
6013303205,Census Tract 3032.05,2015,32.62599469,10.6100796,7.635303886,13.05729138,0,0,29.34873598,3.6,11.75317035,12.71,11.394964
6075030400,Census Tract 304,2015,24.06542056,15.4205607,7.340186835,12.7556381,0,0,59.76953908,5.2,35.71561511,50.34,11.919863
6013304001,Census Tract 3040.01,2015,6.62983425,46.6850829,7.816416984,12.97641232,0,0,37.93366374,7,12.18546132,29.82,11.62402
6013304002,Census Tract 3040.02,2015,24.03433476,3.4334764,7.00488199,13.19598552,0,0,11.06471816,5.8,19.8838897,8.35,11.193257
6013304003,Census Tract 3040.03,2015,26.6,6.4,7.644919345,12.72605621,0,0,29.72103004,11.2,9.545569942,18.66,11.222132
6013304004,Census Tract 3040.04,2015,32.28699552,0,7.563200592,13.64282245,0,0,33.40292276,6.2,4.070066976,13.52,11.630495
6013304005,Census Tract 3040.05,2015,25.85551331,12.1673004,7.673223121,12.23611677,0,0,26.04910714,5.4,10.08313221,21.94,11.627494
6075030500,Census Tract 305,2015,30.59701493,14.1791045,7.008505182,13.78772818,0,0,64.48,6.5,25.53191489,41.21,11.588256
6013305000,Census Tract 3050,2015,31.92200557,25.45961,8.188689124,12.21750702,0,0,5.71577033,18.5,19.69674223,52.24,10.609576
6075030600,Census Tract 306,2015,28.35820896,5.2238806,7.105786129,12.26528451,0,0,63.61445783,6.7,20.32991529,40.35,11.88879
6013306002,Census Tract 3060.02,2015,20.79207921,4.4554455,7.111512116,12.40040511,0,0,15.13907889,12.8,17.93677205,29.65,11.104717
6013306003,Census Tract 3060.03,2015,16.64482307,42.9882045,7.199678346,13.71347783,0,0,9.627431586,9,16.91089109,41.41,10.755858
6013306004,Census Tract 3060.04,2015,14.95016611,47.5083056,7.871311203,12.43280973,0,0,8.123370982,16.8,10.74183976,38.31,11.004331
6075030700,Census Tract 307,2015,16.98113208,14.2557652,7.213768308,11.94665404,0,0,62.27106227,5.2,26.09321059,40.03,11.69781
6013307101,Census Tract 3071.01,2015,47.11111111,20.2222222,7.154615357,12.14844353,0,0,14.38289602,5.2,14.4266055,28.21,10.994639
6013307102,Census Tract 3071.02,2015,33.40517241,46.7672414,6.863803391,11.3409502,0,0,5.513250076,12.5,26.81657684,36.7,10.661228
6013307201,Census Tract 3072.01,2015,20.34700315,38.170347,6.964135612,12.22734478,0,0,18.91495601,11.6,25.74615617,44.59,10.64671
6013307202,Census Tract 3072.02,2015,22.54746835,39.1613924,7.410347098,12.21898887,0,0,9.062912451,21,25.9576493,65.14,10.32833
6013307204,Census Tract 3072.04,2015,25.66666667,28,7.082548569,13.91054797,0,0,12.28924691,6.8,15.73896353,40.14,10.883785
6013307205,Census Tract 3072.05,2015,26.85325265,38.3509834,7.516433303,12.34278647,0,0,17.30038023,7.8,24.82202183,52.54,10.826178
6075030800,Census Tract 308,2015,16.70588235,22.1176471,7.264730178,12.5549674,0,0,72.43662937,4.6,27.97042774,40.7,11.788274
6013308001,Census Tract 3080.01,2015,32.70300334,30.0333704,7.68017564,13.90031116,0,0,14.319299,21.1,14.60674157,37.48,11.018383
6013308002,Census Tract 3080.02,2015,26.97368421,31.9078947,7.60638739,12.39503875,0,0,28.45878136,11,17.28338313,55.78,11.529074
6075030900,Census Tract 309,2015,7.46268657,5.2238806,7.050989447,13.72130976,0,0,65.17893871,6.2,27.5486152,51.92,11.886989
6013309000,Census Tract 3090,2015,24.42588727,38.8308977,7.855544678,12.24143979,0,0,22.76723739,14.1,20.36980903,61.66,11.138232
6075031000,Census Tract 310,2015,23.4375,24.0625,7.011213987,13.54409546,0,0,62.61946903,5.7,31.73652695,47.85,11.714976
6013310000,Census Tract 3100,2015,27.48603352,31.2849162,7.612336837,12.21255161,0,0,9.414688018,12.1,37.00380228,72.82,10.836734
6075031100,Census Tract 311,2015,19.67391304,11.8478261,7.146772179,13.31858784,0,0,57.72093911,5.3,29.12636034,46.06,11.550587
6013311000,Census Tract 3110,2015,30.2359882,39.6755162,7.397561536,13.32367023,0,0,10.35532995,19.6,23.5924933,71.68,10.836753
6075031201,Census Tract 312.01,2015,19.62864721,32.8912467,7.451241685,12.25104601,0,0,34.15841584,14.9,50.63291139,80.01,11.211955
6075031202,Census Tract 312.02,2015,29.19463087,33.2214765,6.320768294,13.4007524,0,0,23.88680816,10.3,44.22657952,83.32,11.219574
6013312000,Census Tract 3120,2015,19.18367347,27.5510204,7.279318835,13.24280953,0,0,8.847583643,16.4,24.79010163,70.66,10.308953
6075031301,Census Tract 313.01,2015,36.39705882,26.4705882,7.555381944,12.24673463,0,0,36.57296651,9.7,41.16238572,79.3,11.466347
6075031302,Census Tract 313.02,2015,16.90363349,37.4407583,7.102499356,12.47762534,0,0,34.58735011,10.2,41.68757842,76.71,11.10733
6013313101,Census Tract 3131.01,2015,24.38186813,28.3653846,7.22620901,12.62576934,0,0,17.17863432,9,33.02024077,61.69,10.548626
6013313102,Census Tract 3131.02,2015,22.17821782,36.2376238,7.40731771,12.51429237,0,0,16.59211061,14.5,14.7314578,60.36,11.073583
6013313103,Census Tract 3131.03,2015,20.65095398,24.1301908,7.477038472,12.54218768,0,0,22.79885469,5.7,30.40038944,62.71,11.325523
6013313203,Census Tract 3132.03,2015,22.17573222,19.2468619,7.154615357,12.31268238,0,0,15.40669856,8.4,32.72558714,51.73,11.210184
6013313204,Census Tract 3132.04,2015,33.59273671,36.1867704,7.465082736,12.20356952,0,0,22.04746926,11.8,30.34623218,62.1,11.137359
6013313205,Census Tract 3132.05,2015,47.6744186,8.1395349,7.21964204,13.24687925,0,0,22.06148282,12.2,36.42154024,63.75,11.325595
6013313206,Census Tract 3132.06,2015,21.05960265,34.8344371,7.03438793,12.08672589,0,0,9.19424097,11.8,39.26777904,66.43,10.941447
6075031400,Census Tract 314,2015,24.76923077,34,7.253470383,12.15319916,0,0,20.87060227,10.6,47.83295063,77.04,10.999028
6013314102,Census Tract 3141.02,2015,18.59956236,49.6717724,7.142827401,11.6784399,0,0,11.38669673,17.4,40.49910873,64.15,10.824885
6013314103,Census Tract 3141.03,2015,33.93536122,33.460076,6.955592608,11.92171836,0,0,14.99556344,21.9,33.15260724,66.96,10.605223
6013314104,Census Tract 3141.04,2015,28.58243451,35.4391371,7.25488481,12.57245036,0,0,9.013282732,19.1,30.40568228,54.01,10.584967
6013314200,Census Tract 3142,2015,27.27272727,38.4370016,7.466227556,12.69434586,0,0,9.006690685,10.9,39.72542073,49.59,10.817135
6013315000,Census Tract 3150,2015,25.2559727,49.4880546,6.857514063,12.67545108,0,0,30.06743356,11.5,23.18675043,43.55,11.255242
6013316000,Census Tract 3160,2015,27.12328767,24.3835616,7.0800265,12.8906835,0,0,23.36601307,11.5,6.110458284,16.22,10.527311
6013317000,Census Tract 3170,2015,25.78796562,18.3381089,7.014814351,12.75851994,0,0,36.60331085,8.8,7.404142794,26.53,11.095954
6013318000,Census Tract 3180,2015,24.64387464,26.6381766,7.200424893,12.57556509,0,0,33.14144737,8.6,8.942337342,18.38,11.059157
6013319000,Census Tract 3190,2015,21.53739612,30.6786704,7.126890809,13.07149105,0,0,21.99749418,8.3,14.10224439,18.64,11.199269
6013320001,Census Tract 3200.01,2015,24.60496614,25.9593679,7.723562472,12.88537442,0,0,13.80813953,12.1,24.45805844,31.24,11.112209
6013320003,Census Tract 3200.03,2015,23.64864865,24.3243243,7.395721609,12.92269218,0,0,42.90674603,4.4,8.362989324,26.58,11.638342
6013320004,Census Tract 3200.04,2015,22.15568862,24.3113772,7.534762657,13.11473435,0,0,37.35468304,5,16.76211113,23.32,11.366083
6013321101,Census Tract 3211.01,2015,30.47945205,20.5479452,7.681099002,13.11130243,0,0,34.60872909,15.1,12.35515845,24.24,11.433926
6013321102,Census Tract 3211.02,2015,41.8128655,0,7.377133713,12.58895125,0,0,54.18195866,5.2,12.63760458,25.99,11.618069
6013321103,Census Tract 3211.03,2015,33.20158103,11.0671937,7.286876412,13.23121778,0,0,48.576,5.4,9.938183547,13.96,11.561716
6013321200,Census Tract 3212,2015,21.51898734,30.007446,7.697575347,13.09848044,0,0,37.51039645,10.9,34.95374569,41.3,10.937561
6013322000,Census Tract 3220,2015,18.6770428,36.9649805,7.519692404,12.93096071,0,0,58.98058252,10.3,17.01298701,26.69,11.507762
6013323000,Census Tract 3230,2015,25.68578554,19.4513716,7.244227516,12.96524162,0,0,49.19016197,12.1,11.84486373,13.84,11.394255
6013324001,Census Tract 3240.01,2015,20.96518987,24.3275316,7.266827348,13.2723339,0,0,59.65424884,2.6,32.13828425,36.07,11.157921
6013324002,Census Tract 3240.02,2015,27.2606383,16.4893617,7.207859871,13.60910121,0,0,45.69138277,5.1,20.13587469,23.14,11.114342
6013325000,Census Tract 3250,2015,28.13333333,28.2666667,7.453561872,13.596608,0,0,51.66541448,4.6,10.86762872,14.64,11.334923
6075032601,Census Tract 326.01,2015,31.69601483,8.4337349,7.533158807,13.41009545,0,0,51.69698615,5.1,35.83441138,60.41,11.438697
6075032602,Census Tract 326.02,2015,27.86220871,29.6859169,7.25981961,13.6692123,0,0,48.44011142,7.5,40.57041786,63.94,11.164219
6013326000,Census Tract 3260,2015,32.18390805,32.4712644,7.455876687,11.91705635,0,0,51.70731707,4.5,7.884174312,14.79,11.535821
6075032700,Census Tract 327,2015,6.60146699,21.5158924,7.095893221,13.55102404,0,0,50.74906367,3.3,41.30935252,64.59,11.510041
6013327000,Census Tract 3270,2015,44.77296727,14.8891235,7.471363088,13.52995955,0,0,19.75678204,8.6,22.81923279,28.15,10.843514
6075032801,Census Tract 328.01,2015,30.44925125,30.9484193,7.589335823,12.23514589,0,0,45.48951049,4.5,49.17286023,71.01,11.334624
6075032802,Census Tract 328.02,2015,20.68965517,39.959432,7.107425474,13.59161673,0,0,41.20328168,6.1,52.26600985,79.38,11.297378
6013328000,Census Tract 3280,2015,24.90761271,32.4464154,7.552237288,13.46581123,0,0,38.94787645,12.4,35.67633837,45.53,10.283635
6075032901,Census Tract 329.01,2015,3.74331551,32.4420677,7.255591274,12.6596928,0,0,46.47322482,7,46.32667618,68.96,11.330312
6075032902,Census Tract 329.02,2015,15.73033708,21.9101124,7.348587531,13.62761349,0,0,42.12228101,10.6,51.75891182,76.57,11.402753
6013329000,Census Tract 3290,2015,26.82119205,42.0529801,7.60190196,12.74665123,0,0,20.63861281,11.3,21.27691166,27.28,11.231424
6075033000,Census Tract 330,2015,25.61403509,26.1403509,7.408530567,13.77040858,0,0,45.43426021,4.2,43.79482193,59.37,11.320881
6013330000,Census Tract 3300,2015,28.95622896,22.8956229,8.188689124,12.84792653,0,0,23.33017527,12.9,22.91455589,30.6,11.199392
6075033100,Census Tract 331,2015,11.57407407,27.3148148,7.19142933,13.2048646,0,0,64.39929329,9.2,43.30453564,66.05,11.694088
6013331000,Census Tract 3310,2015,24.18604651,30.6976744,7.444833274,13.2048646,0,0,32.34323432,9.4,19.12510003,33.74,11.13307
6075033201,Census Tract 332.01,2015,12.85266458,50,7.612336837,13.2048646,0,0,44.86094317,24.5,18.70431056,47.82,10.010097
6075033203,Census Tract 332.03,2015,27.01639344,32.5901639,7.528869257,12.80655614,0,0,52.06430398,7.7,39.0343075,51.16,11.123033
6075033204,Census Tract 332.04,2015,20.44728435,38.9776358,7.200424893,12.93940162,0,0,58.40749415,16.8,44.54614798,58.07,10.678491
6013332000,Census Tract 3320,2015,28.80597015,19.7014925,7.196686571,12.9456262,0,0,27.10073291,7.4,23.97184142,23,11.198105
6013333101,Census Tract 3331.01,2015,14.73214286,41.7410714,7.250635512,12.98906053,0,0,24.82124617,6.7,15.9043898,27.35,11.277026
6013333102,Census Tract 3331.02,2015,26.18384401,7.2423398,7.60190196,12.83628003,0,0,27.65881513,9.8,14.96062992,21.5,11.336475
6013333200,Census Tract 3332,2015,21.65697674,43.4593023,7.087573706,12.712589,0,0,31.33317203,13.7,14.21398892,19.94,11.444936
6013334001,Census Tract 3340.01,2015,32.85340314,14.5287958,7.214504414,13.12874298,0,0,29.42028986,9.6,16.90962099,28.76,11.185754
6013334004,Census Tract 3340.04,2015,24.36316133,23.3180927,7.784889296,13.69198607,0,0,36.77277717,11.4,18.38787554,32.77,11.204796
6013334006,Census Tract 3340.06,2015,23.61111111,17.7083333,7.710205194,12.88181931,0,0,54.5926152,5.5,26.74023769,34.51,11.700608
6013334200,Census Tract 3342,2015,18.15336463,17.6838811,7.40731771,12.45410391,0,0,70.14558518,6.7,14.19166983,20.03,11.757752
6013335000,Census Tract 3350,2015,23.12633833,30.1927195,7.123672785,12.1950117,0,0,31.73076923,8,13.56753483,29.25,11.192624
6013336101,Census Tract 3361.01,2015,24.80438185,39.0453834,7.072421901,12.60853324,0,0,17.86202186,13.8,43.36882865,38.82,10.627406
6013336102,Census Tract 3361.02,2015,32.41806909,28.255093,7.158513997,12.42360046,0,0,16.93597873,10.6,49.42454416,54.08,10.529132
6013336201,Census Tract 3362.01,2015,19.66173362,26.4270613,6.9902565,13.19839806,0,0,16.82835821,10.7,40.5964406,33.31,10.996048
6013336202,Census Tract 3362.02,2015,28.08310992,36.7962466,7.293697721,12.75650352,0,0,11.89041096,6.6,56.57313997,31.95,10.516184
6013337100,Census Tract 3371,2015,23.67346939,24.4897959,7.276556403,13.39635212,0,0,39.61965135,8.6,20.06642679,22.83,11.469297
6013337200,Census Tract 3372,2015,26.56012177,22.9071537,7.363913501,12.65363893,0,0,36.10613123,10,23.03651505,23.86,11.102744
6013337300,Census Tract 3373,2015,15.17412935,3.4825871,7.129297549,13.1131208,0,0,52.63030888,3.3,12.18419638,14.85,11.739511
6013338101,Census Tract 3381.01,2015,18.87640449,45.7303371,7.548555979,13.37125265,0,0,18.76708169,9.6,41.48380355,43.2,10.779706
6013338102,Census Tract 3381.02,2015,20,13.3333333,7.410951876,12.97872393,0,0,45.16487588,11.3,18.11594203,22.95,11.373663
6013338201,Census Tract 3382.01,2015,30.5,26,7.38274645,13.03331356,0,0,58.13521545,6.8,20.32587683,18.37,11.554115
6013338203,Census Tract 3382.03,2015,13.75438596,14.8070175,7.513163545,13.57458484,0,0,69.53748006,5.8,21.89200502,27.15,11.373836
6013338204,Census Tract 3382.04,2015,20.7977208,12.7255461,7.595889918,13.64222803,0,0,65.39374326,5.4,25.78253707,24.81,11.452209
6013338301,Census Tract 3383.01,2015,29.41176471,31.6176471,7.686162303,12.96594346,0,0,61.29326047,5.7,19.52489424,18.87,11.81303
6013338302,Census Tract 3383.02,2015,34.48275862,19.7492163,7.284820913,12.91213605,0,0,70.15791918,5.1,12.23899775,22.13,11.906514
6013339001,Census Tract 3390.01,2015,21.73134328,19.5820896,7.323830566,13.21220408,0,0,62.23628692,5.7,32.02554745,26.61,11.195032
6013339002,Census Tract 3390.02,2015,24.23105776,25.2813203,7.347943823,13.51318851,0,0,57.85575049,5.9,38.80054521,36.06,11.018678
6013340001,Census Tract 3400.01,2015,15.46391753,32.6804124,7.639161172,13.57788769,0,0,57.32217573,7,24.27053466,23.34,11.307106
6013340002,Census Tract 3400.02,2015,10.28985507,20.5797101,7.357556201,13.60602333,0,0,64.97297297,7.5,16.77762983,19.19,11.669818
6013341000,Census Tract 3410,2015,31.15438108,7.7885953,7.34601021,13.55154501,0,0,65.84536958,7.7,11.23181377,16.28,11.541425
6013343001,Census Tract 3430.01,2015,21.43497758,17.309417,7.45760929,13.67774163,0,0,63.21108865,7.2,29.22201139,21.53,11.363067
6013343002,Census Tract 3430.02,2015,27.83933518,14.265928,7.328437353,13.33440554,0,0,67.45098039,8.5,19.01752956,15.98,11.473665
6013343003,Census Tract 3430.03,2015,37.29372937,19.8019802,7.502738211,13.36922346,0,0,65.43564001,6.9,8.053691275,14.59,11.746439
6013345101,Census Tract 3451.01,2015,30,11.6666667,7.763871288,13.40135782,0,0,50.45088959,6.1,28.65102144,33.83,11.58922
6013345102,Census Tract 3451.02,2015,22.43589744,19.8717949,7.239932591,13.57050476,0,0,49.62818004,7.6,18.88111888,26.47,11.741653
6013345103,Census Tract 3451.03,2015,15.33923304,26.5486726,7.670428522,13.46040581,0,0,58.31339713,5.9,18.77218626,31.03,11.750548
6013345105,Census Tract 3451.05,2015,9.5684803,27.9549719,7.673223121,13.57369374,0,0,59.10102359,4.6,9.209117332,18.49,11.627593
6013345108,Census Tract 3451.08,2015,30.40712468,19.4656489,7.419380583,13.67716761,0,0,72.15463108,4,30.67290491,45.09,11.670408
6013345111,Census Tract 3451.11,2015,31.99079402,7.0195627,7.494986234,13.6369818,0,0,68.68603043,5.9,43.45307068,59.85,11.588728
6013345112,Census Tract 3451.12,2015,46.41025641,14.1880342,8.060855753,13.62737212,0,0,66.70579948,8.2,39.35903116,48.19,11.623912
6013345113,Census Tract 3451.13,2015,48.93617021,0,8.094073148,13.69266473,0,0,69.09340659,3.7,16.08133087,19.29,11.955551
6013345114,Census Tract 3451.14,2015,35.48387097,34.8387097,7.721791777,13.47048182,0,0,63.22823136,7.1,11.77102517,10.6,11.907431
6013345115,Census Tract 3451.15,2015,24.42396313,29.0322581,7.997999318,13.35601156,0,0,65.10084248,3.1,28.87909106,41.21,11.984765
6013345116,Census Tract 3451.16,2015,25.49019608,8.496732,7.526717561,13.80546022,0,0,61.59301691,4,22.81997187,37.2,11.878006
6013345202,Census Tract 3452.02,2015,20.07623888,20.5844981,7.6118424,14.01796149,0,0,68.8820661,7.4,24.85951625,39.53,11.636673
6013345203,Census Tract 3452.03,2015,34.01459854,18.1021898,8.188689124,13.68300721,0,0,63.19252813,6.2,8.876098152,13.39,11.744712
6013345204,Census Tract 3452.04,2015,24.78632479,16.2393162,8.037866235,14.15853273,0,0,74.54618798,9,4.760665973,3.15,11.897337
6013346101,Census Tract 3461.01,2015,3.54609929,32.6241135,7.933079772,13.87179637,0,0,71.24549459,5.9,14.81481481,15.8,11.976395
6013346102,Census Tract 3461.02,2015,34.48275862,0,7.973499964,13.69953838,0,0,75.45033453,4.2,11.71077668,12.54,12.042253
6013346201,Census Tract 3462.01,2015,11.2412178,41.4519906,7.917171989,13.79398044,0,0,67.03963588,5.2,9.247926017,11.72,11.715866
6013346203,Census Tract 3462.03,2015,66.12903226,16.1290323,7.849713758,13.8019186,0,0,71.66149068,6.9,13.65079365,12.83,11.782349
6013346204,Census Tract 3462.04,2015,29.96108949,33.8521401,7.200424893,14.01853303,0,0,70.59211974,10,13.79733043,18.31,12.09594
6013347000,Census Tract 3470,2015,42.42424242,20.6060606,7.549082711,13.75203814,0,0,66.78343293,4.1,11.55715854,21.2,12.001794
6013348000,Census Tract 3480,2015,30,14.3478261,7.328437353,13.77239427,0,0,75.68253968,7.9,10.48598949,15.41,11.964122
6013349000,Census Tract 3490,2015,20.97186701,27.8772379,7.44775128,13.52355269,0,0,67.67862619,6.4,16.98592651,16.4,11.6241
6013350000,Census Tract 3500,2015,15.60644614,29.6013571,7.501634458,12.79691021,0,0,72.60536398,5.8,11.35585653,22.71,11.534286
6075035100,Census Tract 351,2015,28.7704918,12.3770492,6.937314081,12.34583459,0,0,52.46142542,5.6,45.49534001,63.85,11.505155
6013351101,Census Tract 3511.01,2015,41.37931034,13.1034483,6.777646594,13.15502416,0,0,58.78738222,14.1,19.25440393,12.99,10.694782
6013351102,Census Tract 3511.02,2015,10.23391813,43.2748538,7.22620901,13.76442777,0,0,54.49690838,13.7,25.40672451,18.79,10.799861
6013351103,Census Tract 3511.03,2015,65.07936508,15.8730159,8.188689124,13.48742307,0,#DIV/0!,69.73947896,0,30.17456359,9.28,11.18887
6013351200,Census Tract 3512,2015,10.92436975,28.5714286,7.389563954,13.50640054,0,0,75.48466258,5,12.57020152,15.84,12.081654
6075035201,Census Tract 352.01,2015,21.81571816,34.5528455,7.358830898,13.91363496,0,0,42.90984552,6.7,38.35497835,61.54,11.262539
6075035202,Census Tract 352.02,2015,21.45850796,24.2246438,7.712443834,13.77239427,0,0,43.38877925,3.2,37.43163422,55.35,11.157079
6013352101,Census Tract 3521.01,2015,52.87356322,29.8850575,7.436617265,13.73700833,0,0,75.55982086,3.3,14.43783276,24.52,11.987475
6013352102,Census Tract 3521.02,2015,30.59701493,0,7.726653665,13.56769002,0,0,75.07700924,2.6,11.80992313,19.25,12.025414
6013352201,Census Tract 3522.01,2015,16.48,37.76,7.346655163,13.44705218,0,0,71.84162542,9.1,14.1926637,27.19,11.716674
6013352202,Census Tract 3522.02,2015,22.53521127,16.9014085,7.744136628,13.82208887,0,0,79.59070796,5.6,17.39969136,23.46,11.700815
6075035300,Census Tract 353,2015,17.73399015,41.3793103,8.008698183,13.87895473,0,0,32.90299444,8.7,43.1913455,74.55,11.207337
6013353001,Census Tract 3530.01,2015,10.25641026,0,7.265429723,13.52274894,0,0,79.31558935,8.6,13.83615085,25.18,11.991288
6013353002,Census Tract 3530.02,2015,15.96638655,8.4033613,8.064321961,13.75075868,0,0,74.80991736,5,13.24681137,19.83,11.983835
6075035400,Census Tract 354,2015,17.13221601,23.2774674,7.597897951,13.94610013,0,0,41.39207701,9.8,41.7544859,64.3,11.293027
6013354001,Census Tract 3540.01,2015,13.63636364,11.3636364,7.731930722,12.68354829,0,0,84.18404026,9.1,16.37487127,17.87,12.107633
6013354002,Census Tract 3540.02,2015,44.79638009,7.4660633,7.448333861,12.70198766,0,0,82.72727273,2.9,19.34833204,23.72,12.110519
6013355107,Census Tract 3551.07,2015,25.41899441,26.5363128,7.593877845,12.56793412,0,0,27.6511955,11.4,21.80788754,45.49,11.305606
6013355108,Census Tract 3551.08,2015,36.04790419,29.1017964,7.63336965,12.46920585,0,0,34.45198144,9.6,25.38055989,67.33,11.414541
6013355109,Census Tract 3551.09,2015,15.89041096,39.7260274,7.483244416,12.58485149,0,0,23.9333201,15.2,19.30693069,51.85,11.497629
6013355110,Census Tract 3551.10,2015,7.8125,21.25,8.188689124,13.95891802,0,0,28.67579909,14.5,20.29795158,51.32,11.36665
6013355111,Census Tract 3551.11,2015,11.31059246,20.4667864,7.797702036,13.74658911,0,0,28.6728176,13.4,19.33570581,56.81,11.533904
6013355112,Census Tract 3551.12,2015,20,4.4897959,7.386470849,13.70591888,0,0,66.61650364,2.6,21.13083751,15.65,12.024533
6013355113,Census Tract 3551.13,2015,33.33333333,7.0422535,7.87207398,13.48464259,0,0,73.34704672,3.5,26.62311147,34.69,11.951754
6013355114,Census Tract 3551.14,2015,22.44556114,29.9832496,8.047189562,13.79029531,0,0,71.17343173,2.9,34.59838835,52.4,11.985906
6013355115,Census Tract 3551.15,2015,23.81348876,27.1440466,7.559038255,13.64827464,0,0,57.29695431,7.3,40.9290417,67.34,11.443929
6013355116,Census Tract 3551.16,2015,23.87267905,35.0132626,7.482118924,12.88588126,0,0,75.53416295,3.6,41.95141484,77.24,12.207012
6013355117,Census Tract 3551.17,2015,71.23287671,0,7.837948916,13.16254517,0,0,76.82445759,1.4,43.221843,80.61,12.148454
6013355200,Census Tract 3552,2015,23.00089847,20.1257862,7.677863501,13.70323732,0,0,44.88216067,12.7,36.45586743,77.62,11.51848
6013355301,Census Tract 3553.01,2015,11.89516129,24.1935484,7.451822237,13.19598552,0,0,50.33766234,8.3,18.74923058,29.88,11.524429
6013355302,Census Tract 3553.02,2015,6.14035088,0,7.097548851,13.31562487,0,0,73.06288032,7.8,23.00613497,21.95,12.105987
6013355304,Census Tract 3553.04,2015,9.77198697,37.4592834,7.413367336,12.71228766,0,0,46.02272727,7.8,14.78864661,17.61,11.687752
6013355306,Census Tract 3553.06,2015,53.29341317,22.1556886,6.952728645,13.05643723,0,0,55.32519171,6.1,5.61375766,12.12,11.82041
6013356001,Census Tract 3560.01,2015,44.18604651,28.8372093,7.020190708,12.85813738,0,0,35.92709429,6.5,31.65623495,56.96,11.30108
6013356002,Census Tract 3560.02,2015,43.11377246,17.3652695,7.198931241,12.52960437,0,0,45.60453725,4.8,25.02351834,57.91,11.663498
6013357000,Census Tract 3570,2015,7.87878788,19.3939394,7.027314514,12.64593918,0,0,28.34520982,5.1,8.437110834,19.58,11.383113
