GEOID,Census_Tracts_with_airbnb,log_BART_dist,coastal_tracts_dummy,log_CBD_dist,percent_bachelors_degree,percent_unempl,percent_foreign_born,percent_bpl,percent_non_white,log_MHI,log_median_rent,log_median_house_price,rental_units,Vacant_rental,rent_burdened,rent_overburdened,rent_hourly_wage,percent_airbnb(all_rentals),percent_airbnb(active_rentals)
6001401600,Census Tract 4016,3.252157298,0,4.42703466,32.6,5.8,23,25.5,58.1,10.54391938,7.291656209,12.78240507,138,20,57.2425829,37.52181501,27.03497,1.428571429,1.666666667
6001401700,Census Tract 4017,3.698034998,0,4.616851907,45.8,5.1,25.5,22.3,54.6,11.18976819,6.81014245,13.96831748,110,58,45.99447514,31.7679558,11.489328,10.56910569,20
6001401800,Census Tract 4018,2.262867775,0,4.637145446,31.5,13.7,15,41.2,67.5,10.19638102,6.769641977,12.85865821,93,38,57.53424658,38.86986301,11.489328,7,11.29032258
6075040200,Census Tract 402,4.440931337,0,4.317589865,55.7,6,34,2.6,47,11.25803322,6.52649486,12.91926752,127,0,41.69994295,18.99600685,11.489328,13.01369863,13.01369863
6001402200,Census Tract 4022,1.292816159,0,4.671822312,27.8,9.6,20.6,25,59.6,10.63344871,6.517671273,12.54004175,108,36,60.67615658,34.34163701,11.489328,6.896551724,10
6001402400,Census Tract 4024,3.123257378,0,4.526304783,24.6,10.1,21.1,23.4,75.3,10.30343748,7.023758955,12.67074961,31,0,53.37243402,26.49071359,11.489328,16.21621622,16.21621622
6001402500,Census Tract 4025,2.796609698,0,4.552257425,18,15.9,17.5,51.5,83.6,9.854402345,6.634633358,12.80573298,55,26,53.15024233,28.91760905,11.489328,1.785714286,3.333333333
6001402600,Census Tract 4026,2.576458471,0,4.47411286,25,9.1,52.7,40.1,78.6,9.916897239,6.735780014,13.15695802,25,20,44.83394834,19.74169742,11.489328,7.407407407,28.57142857
6001402700,Census Tract 4027,2.662958167,0,4.523522595,28.9,5.8,11.3,36.6,63.4,10.60085083,6.248042875,12.98453017,61,42,51.61839864,31.00511073,11.489328,6.153846154,17.39130435
6001402900,Census Tract 4029,1.085091395,0,4.366557833,36.8,4.4,46.1,22.1,73.5,10.35198022,7.292337176,12.86359265,29,20,48.69976359,18.79432624,11.489328,3.333333333,10
6001403000,Census Tract 4030,1.385989642,0,4.294820641,24.6,5.8,68.8,14.3,92.4,9.776165414,6.972606251,12.73168835,281,0,47.34219269,28.82059801,11.489328,2.090592334,2.090592334
6001403100,Census Tract 4031,1.744944706,0,4.388420346,38.5,3.5,37.3,25.4,71.5,10.98952106,6.930494766,12.92610515,10,0,44.48742747,19.34235977,11.489328,16.66666667,16.66666667
6001403300,Census Tract 4033,1.674289349,0,4.120236062,46.5,6.4,52.4,19.9,76.5,10.95192872,7.227662499,12.93120287,133,46,61.14421931,30.5125149,11.489328,16.875,23.68421053
6001403400,Census Tract 4034,2.729472896,0,4.241052752,56.4,3.7,27.7,2.2,58.6,10.6685367,7.094234846,12.78856756,324,97,46.98746462,20.25879499,11.489328,1.219512195,1.731601732
6001403501,Census Tract 4035.01,3.022383611,0,4.442239789,46,3.8,28.4,16.1,63,10.59663473,7.139660336,12.78661088,200,129,50.47705588,24.21626533,11.489328,1.960784314,5.333333333
6001403502,Census Tract 4035.02,3.107738218,0,4.451398069,57.4,7.7,23.1,6.4,45.4,11.01862914,7.358830898,12.54895288,83,0,40.02145923,20.17167382,11.489328,3.488372093,3.488372093
6001403600,Census Tract 4036,3.239949016,0,4.388874796,59.3,5.6,26.8,14.2,57,11.05196879,7.299121463,12.83920439,199,32,31.53409091,12.21590909,11.489328,2.926829268,3.468208092
6001403701,Census Tract 4037.01,2.799671161,0,4.373058405,64.1,1.2,19.1,16.3,37.6,11.06732563,7.170888479,13.52782849,99,36,39.24050633,14.25716189,11.489328,4.807692308,7.352941176
6001403702,Census Tract 4037.02,3.270371848,0,4.300928024,71.3,3,8.7,0,37.9,11.18738921,7.127693699,12.78408952,55,0,36.99421965,18.84393064,11.489328,5.172413793,5.172413793
6001403800,Census Tract 4038,3.792094083,0,4.390916505,76.4,4,13.2,1.6,29,11.36500533,7.252053952,12.89320175,74,38,35.73200993,14.1439206,11.489328,10.84337349,20
6001403900,Census Tract 4039,3.549655059,0,4.443773327,65.5,6.9,21.6,4.3,43.2,11.06074604,7.109062136,13.24280953,0,0,50.95497954,25.579809,11.489328,100,100
6001404000,Census Tract 4040,3.149822375,0,4.380483417,69.3,5.5,22.2,1.4,36.8,11.19643231,7.651595574,13.05793152,109,51,29.08777969,10.67125645,11.489328,4.385964912,7.936507937
6001404101,Census Tract 4041.01,3.15430318,0,4.291588909,72.5,6.2,15.3,1.5,29.6,11.16824967,7.394493107,13.82089603,147,76,44.14141414,24.64646465,11.489328,2,4.054054054
6001404102,Census Tract 4041.02,3.265539204,0,4.353646448,60.9,5.3,16,0,31.1,11.08427873,7.614805365,13.89478374,125,81,35.07692308,15.92307692,11.489328,0.793650794,2.222222222
6001404200,Census Tract 4042,3.432802737,0,4.406938407,80.6,4.6,19.8,1.3,29.2,11.96153307,7.530479995,13.59810054,116,33,25.57377049,13.1147541,11.489328,5.691056911,7.777777778
6001404300,Census Tract 4043,3.088608681,0,4.223602044,81.5,3.7,13.6,0,33,12.09169941,7.700747795,13.78009061,50,0,21.33891213,5.857740586,11.489328,9.090909091,9.090909091
6001404400,Census Tract 4044,4.07994726,0,4.614348574,79.5,0.9,15.6,2.9,25.1,11.87523252,8.009695358,13.51020748,118,0,16.88311688,6.818181818,11.489328,2.479338843,2.479338843
6001404501,Census Tract 4045.01,4.173739381,0,4.683263499,85.3,6.2,13.6,1.9,28.7,12.07856877,8.160518247,13.62046844,32,0,25.6097561,13.41463415,11.489328,3.03030303,3.03030303
6001404502,Census Tract 4045.02,4.356603401,0,4.842824738,78.5,2.7,14.3,0.8,26.9,11.69264364,6.979145275,13.65990883,41,0,55.78947368,18.94736842,11.489328,16.32653061,16.32653061
6001404600,Census Tract 4046,4.501741341,0,4.797697513,74.1,2.4,14.3,0.5,23.8,11.9511804,6.981934677,13.39817528,57,0,34.7826087,9.316770186,11.489328,6.557377049,6.557377049
6001404700,Census Tract 4047,4.223624531,0,4.574177308,76.4,4.4,11.5,1.7,23.9,11.92558463,7.279318835,13.32023015,28,17,46.03174603,31.74603175,11.489328,15.15151515,31.25
6001404800,Census Tract 4048,3.967631473,0,4.392977724,52.5,7.1,21.4,5.9,55.2,10.99162854,7.313220387,13.40994544,0,0,64.29675425,20.0927357,11.489328,100,100
6001404900,Census Tract 4049,3.867138172,0,4.275832936,65.7,2.9,20,4.1,39.4,11.20893784,7.175489714,13.81110085,59,32,50.20746888,19.77869986,11.489328,6.349206349,12.90322581
6001405000,Census Tract 4050,3.999026513,0,4.305789287,66,4.1,8.1,1.1,32,11.6801926,7.145984468,13.44560563,104,0,38.76106195,9.734513274,11.489328,2.803738318,2.803738318
6001405100,Census Tract 4051,4.06016364,0,4.344142237,80.3,3.1,10.4,1.2,34.1,12.14827932,6.834108739,13.22365563,82,0,25.64102564,20.51282051,11.489328,6.818181818,6.818181818
6001405200,Census Tract 4052,3.629401452,0,4.179856654,65.2,6.5,23.4,6.7,60.1,11.1891878,6.872128101,12.75361585,201,65,31.61012386,18.3091007,11.489328,3.827751196,5.555555556
6001405301,Census Tract 4053.01,3.173875067,0,4.124779597,57.9,5.2,21.5,0,51.5,10.98000759,6.980075941,12.96781262,143,20,42.46268657,14.10447761,11.489328,4.026845638,4.651162791
6001405302,Census Tract 4053.02,2.896865796,0,4.054769596,38.4,8.1,51.3,19.6,65.4,10.45065475,7.027314514,12.65011724,93,20,52.72988506,31.9683908,11.489328,16.21621622,19.78021978
6001405401,Census Tract 4054.01,3.256198728,0,3.960549914,17.1,8.7,43.3,22.5,76.6,10.45380308,6.979145275,12.60216059,163,36,54.28963624,23.40425532,11.489328,7.90960452,9.929078014
6001405402,Census Tract 4054.02,3.467568944,0,3.839028738,20.9,13,44,22.3,84.6,10.30604845,6.918695219,12.80655614,144,90,60.12084592,31.21852971,11.489328,2.702702703,6.896551724
6001405500,Census Tract 4055,3.579062286,0,3.990803401,35.2,5.1,36,17.5,74.6,10.75915741,7.059617628,12.8207176,81,17,58.75096376,29.8380879,11.489328,10.98901099,13.51351351
6001405600,Census Tract 4056,3.823629238,0,4.073184429,44.1,7.5,28.6,12.9,57.1,10.80557794,6.907755279,12.51612757,69,19,56.19307832,21.76684882,11.489328,8,10.71428571
6001405700,Census Tract 4057,3.666159991,0,4.057165302,16.2,10.8,31.5,16,79.3,10.61186811,6.867974409,12.6854076,183,97,57.90554415,38.29568789,11.489328,9.405940594,18.0952381
6001405800,Census Tract 4058,3.536019838,0,3.901428754,21.2,5.7,42.4,31.5,78.9,10.6753997,6.851184927,12.57487377,51,32,60.90584029,37.42550656,11.489328,20.3125,40.625
6001405901,Census Tract 4059.01,3.342294509,0,3.656760209,6.3,10.6,48.1,27.7,85.8,10.39338572,7.139660336,12.86540448,178,0,65.06955178,36.16692427,11.489328,3.260869565,3.260869565
6001405902,Census Tract 4059.02,3.630088825,0,3.745926697,14.2,8.6,47.4,32.3,83.7,10.44604437,6.896694332,12.54147288,81,10,58.85714286,29.85714286,11.489328,4.705882353,5.333333333
6001406000,Census Tract 4060,3.413060302,0,3.621353022,30.2,6.4,46,33.5,74.2,10.13863872,6.88550967,12.3883942,109,0,45.48900682,27.36921911,11.489328,14.17322835,14.17322835
6001406100,Census Tract 4061,1.790494457,0,3.32342639,25.4,7.3,44.1,24,62.4,10.83117312,6.869014451,12.60518428,191,0,49.35622318,31.54506438,11.489328,2.551020408,2.551020408
6001406201,Census Tract 4062.01,2.990064586,0,3.633705351,16.9,12.9,41.7,33,72.6,10.45432204,7.118826249,12.54717699,138,53,61.79673321,34.93647913,11.489328,2.127659574,3.409090909
6001406202,Census Tract 4062.02,2.528031045,0,3.633971905,17.3,9.5,48.4,32.5,51.3,10.35462686,6.9902565,12.82852909,80,53,61.96581197,37.52136752,11.489328,3.614457831,10
6001406300,Census Tract 4063,3.16715053,0,3.883358102,25.7,4.6,39.4,18.4,74.2,10.6495592,7.197435354,12.55037132,63,35,58.70712401,25.06596306,11.489328,10,20
6001406400,Census Tract 4064,3.526519491,0,4.090520936,29.7,4.9,29.4,18.9,65.8,10.92660373,6.881411304,12.73552373,64,39,53.71179039,40.61135371,11.489328,8.571428571,19.35483871
6001406500,Census Tract 4065,3.205260999,0,4.020283667,22.1,8.8,45.3,20.9,71.8,10.65636484,7.037027615,12.88435996,126,21,58.95576505,31.18201595,11.489328,3.076923077,3.669724771
6001406601,Census Tract 4066.01,3.695916607,0,4.283702822,18.5,9.6,29.5,17.7,78.2,10.82271397,7.240649694,13.13350112,145,54,76.32183908,35.97701149,11.489328,2.684563758,4.210526316
6001406602,Census Tract 4066.02,3.65582056,0,4.225277987,23,5.9,42.8,16.7,71.6,10.84606962,7.21964204,13.31546001,61,39,61.70568562,29.59866221,11.489328,3.174603175,8.333333333
6001406700,Census Tract 4067,4.064619186,0,4.497811734,54,6.1,17.6,0,40.4,11.15717866,6.993015123,13.22708369,146,49,63.07311029,22.67657993,11.489328,2.666666667,3.96039604
6001406800,Census Tract 4068,4.097754329,0,4.536196762,50.1,7,24.5,8.8,51.7,11.36938991,6.902742737,12.70015895,58,20,72.72727273,41.59090909,11.489328,10.76923077,15.55555556
6001406900,Census Tract 4069,4.130417675,0,4.560955863,46.4,5.6,18.7,15.2,55.3,11.03622748,6.952728645,12.5124538,39,0,52.32722144,14.66854725,11.489328,7.142857143,7.142857143
6001407000,Census Tract 4070,3.714610691,0,4.310589258,13.4,7.1,39.7,25.3,78,10.59312859,6.927557906,12.63460303,272,143,66.36904762,38.78968254,11.489328,1.805054152,3.731343284
6001407101,Census Tract 4071.01,3.042200887,0,3.990882572,18.6,6,41.9,36.7,67.1,10.45111751,7.272398393,12.48142907,56,0,51.08280255,25.98726115,11.489328,1.754385965,1.754385965
6001407102,Census Tract 4071.02,3.202401656,0,4.060831194,21.7,8.4,38.9,23.2,59.6,10.71555046,6.932447892,12.38044603,121,58,60.38338658,39.13738019,11.489328,0.819672131,1.5625
6001407200,Census Tract 4072,2.24718909,0,3.759017601,12.4,7,53.5,33.7,60.1,10.53728274,6.853299093,12.45293272,178,56,59.57004161,29.68099861,11.489328,1.111111111,1.612903226
6001407300,Census Tract 4073,3.274042343,0,3.878460576,20.2,6.6,43.6,18.1,52.8,10.8404041,6.877296071,12.36350365,73,41,63.58148893,41.04627767,11.489328,1.351351351,3.03030303
6001407400,Census Tract 4074,3.355040731,0,4.067960026,6.8,10.1,42.2,24.3,76.5,10.59545904,7.567345676,12.57625594,89,31,47.39884393,26.70520231,11.489328,1.111111111,1.694915254
6001407500,Census Tract 4075,3.226920717,0,4.285778804,8.8,8.8,33.2,27.8,73.8,10.26868607,6.812345094,12.85631233,168,77,60.35502959,35.50295858,11.489328,0.591715976,1.086956522
6001407600,Census Tract 4076,3.53015461,0,4.197822183,18.7,5.2,25.3,19.4,79.4,10.75402302,7.598900457,12.84924146,151,33,57.48987854,27.73279352,11.489328,2.580645161,3.278688525
6001407700,Census Tract 4077,3.611714667,0,4.401833557,41.8,8.1,9.8,4.3,63.1,11.14898131,7.93701749,13.09128542,256,0,56.76274945,32.81596452,11.489328,2.290076336,2.290076336
6001407800,Census Tract 4078,3.870305048,0,4.542918638,41.7,5.9,15.4,1.8,65.2,11.23560288,7.304515946,13.43877867,78,25,43.03797468,13.08016878,11.489328,2.5,3.636363636
6001407900,Census Tract 4079,4.079202022,0,4.609557907,52.5,5.7,20.1,1.1,52.5,11.50395535,7.064759028,13.34198072,67,0,50.83333333,30.83333333,11.489328,5.633802817,5.633802817
6001408100,Census Tract 4081,4.405926907,0,4.950505112,63.1,3.3,19.1,1.6,59.2,11.54361954,7.125283092,12.83013766,149,61,37.09981168,12.99435028,11.489328,0.666666667,1.123595506
6001408200,Census Tract 4082,3.886913925,0,4.69137551,35.2,6.9,12.7,19.8,75.1,10.80920256,7.142036575,11.89409788,201,107,66.52675761,32.52885624,11.489328,0.495049505,1.052631579
6001408300,Census Tract 4083,4.08491215,0,4.835663208,35.9,8,11.1,5.6,74.9,11.3101726,6.992096427,12.39172199,146,24,63.32179931,22.83737024,11.489328,3.311258278,3.937007874
6001408400,Census Tract 4084,3.8199758,0,4.746050665,16.1,9.9,25.4,35.9,69.2,10.38229605,7.104965448,12.32385568,241,76,74.88653555,53.2526475,11.489328,0.823045267,1.19760479
6001408600,Census Tract 4086,3.437316999,0,4.573727438,5.5,7.7,34.9,33.8,74.7,10.32393979,6.989335266,11.76601609,118,20,82.88590604,48.65771812,11.489328,1.666666667,2
6001408700,Census Tract 4087,3.315569978,0,4.459518064,11.2,9.6,22.9,30.2,73.7,10.61788239,7.272398393,12.21948233,334,115,75.70224719,45.08426966,11.489328,0.890207715,1.351351351
6001408800,Census Tract 4088,2.074928599,0,4.302988033,3.4,11.8,36.6,33.9,83.3,10.22647644,7.280008253,12.06220228,140,108,58.76418663,25.09457755,11.489328,0.709219858,3.03030303
6001408900,Census Tract 4089,2.604778156,0,4.478286843,7.4,10,27.9,43.7,69,10.04676505,7.100851909,12.17509784,145,51,68.52122987,43.48462665,11.489328,1.360544218,2.083333333
6001409000,Census Tract 4090,3.930409857,0,4.315147847,7,8.6,32.3,18.2,74.7,10.77304301,7.037905963,12.06046867,73,26,59.65250965,36.48648649,11.489328,2.666666667,4.081632653
6001409100,Census Tract 4091,3.680092627,0,4.684865927,8.6,7.2,30,30,82.4,10.47534242,7.109879463,12.17509784,97,26,71.36150235,53.99061033,11.489328,2.02020202,2.739726027
6001409200,Census Tract 4092,3.375246602,0,4.77728718,11,8.4,28.8,15.9,86.1,10.86629921,6.953684211,12.57729131,108,25,68.97506925,45.42936288,11.489328,0.917431193,1.19047619
6001409400,Census Tract 4094,3.430365965,0,4.654723837,11,9.3,38,30,72.7,10.52578299,7.053585727,12.28349654,155,50,57.37051793,37.4501992,11.489328,0.641025641,0.943396226
6001409600,Census Tract 4096,3.677249099,0,4.735723809,7.2,9.6,39.4,27.8,76.9,10.48662454,7.232733136,12.92147044,187,70,66.01941748,42.82632147,11.489328,0.531914894,0.847457627
6001409800,Census Tract 4098,4.127314561,0,4.939902566,21.2,3.3,16.7,8.5,87.6,11.06380623,6.980075941,13.22184666,171,125,71.68784029,36.29764065,11.489328,1.156069364,4.166666667
6001409900,Census Tract 4099,4.328002996,0,5.145898607,50.3,6,10.5,2.2,70.7,11.41448539,6.932447892,12.60451314,67,0,56.99481865,29.01554404,11.489328,1.470588235,1.470588235
6001410000,Census Tract 4100,4.059811336,0,5.195001274,49.6,4.2,6.7,0,60,11.58613875,7.048386409,12.36861657,2,0,56.75675676,21.62162162,11.489328,71.42857143,71.42857143
6001410100,Census Tract 4101,3.762251112,0,4.981640977,22,9.7,13.4,18.1,79.9,10.81977828,7.264730178,12.05408629,108,43,60.50955414,40.33970276,11.489328,0.917431193,1.515151515
6001410300,Census Tract 4103,3.69531812,0,4.838269769,6.6,12.3,40.4,30.3,74.5,10.49016249,7.693025748,13.25496934,144,35,52.34248788,34.57189015,11.489328,0.689655172,0.909090909
6001410400,Census Tract 4104,3.402192252,0,4.904163523,21.1,10.6,27.1,13.2,72.9,11.05030253,7.261927093,13.60083109,26,15,55.36842105,27.15789474,11.489328,7.142857143,15.38461538
6001410500,Census Tract 4105,2.561901295,0,4.582218228,17,15.3,18.2,36.7,91.7,10.03753756,7.380879036,13.47947822,13,0,49.08503767,15.60818084,11.489328,13.33333333,13.33333333
6001420100,Census Tract 4201,2.884557665,0,3.91959031,75.9,5.8,19.5,2,31.6,11.67063836,7.430707083,13.22184666,43,0,45.18272425,16.61129568,11.489328,10.41666667,10.41666667
6001420200,Census Tract 4202,2.588448521,0,4.033342375,69.4,6.5,26.3,7.6,46.3,11.31698357,7.305860033,13.0319878,57,0,45.93874834,27.563249,11.489328,9.523809524,9.523809524
6001420300,Census Tract 4203,3.345002415,0,4.313671824,73.1,2.1,30.4,8.5,59.2,11.35180556,7.313220387,13.31727205,179,0,42.66103485,18.79619852,11.489328,3.76344086,3.76344086
6001420400,Census Tract 4204,3.729051876,0,4.323237674,83.8,3.4,59.8,26.5,61.3,10.5633106,7.887208586,13.54317676,50,38,73.58490566,45.67610063,11.489328,1.960784314,7.692307692
6001420500,Census Tract 4205,3.271612186,0,3.805594414,62.6,7.3,32.4,3.6,43.8,11.29481921,7.189167738,13.72141963,41,21,53.52941176,27.25490196,11.489328,14.58333333,25.92592593
6001420600,Census Tract 4206,3.078039539,0,3.597925548,78.4,3.1,12.7,0,27.5,11.58872843,7.454719949,13.80546022,105,40,47.58842444,25.40192926,11.489328,6.25,9.722222222
6001421100,Census Tract 4211,3.870858957,0,3.927290438,80.5,2.3,18.4,4,19.4,11.91002232,7.497761701,13.63638389,54,0,20.37037037,11.11111111,11.489328,10,10
6001421200,Census Tract 4212,3.684048658,0,3.829022384,88.3,2.9,16.5,0.8,15.2,11.9228672,7.613818685,13.7789503,31,14,31.87772926,28.38427948,11.489328,16.21621622,26.08695652
6001421300,Census Tract 4213,3.318587086,0,3.639395833,81.2,2.7,16.9,0.7,19.7,11.81714012,7.407924323,13.71899966,96,23,23.92776524,13.76975169,11.489328,4.95049505,6.41025641
6001421400,Census Tract 4214,3.411908156,0,3.459202594,82.1,4.1,18.2,0,20.1,11.79244935,7.245655068,13.74819485,39,6,44.76190476,19.04761905,11.489328,13.33333333,15.38461538
6001421500,Census Tract 4215,3.642615176,0,3.770567882,81.4,2.7,12,1.1,16.6,11.84171829,7.283448229,13.5211395,115,41,22.13114754,3.68852459,11.489328,9.448818898,13.95348837
6001421600,Census Tract 4216,3.409987727,0,3.622075281,87,3,19.6,3.3,22.8,11.68340215,7.264030143,13.563453,135,41,44.03409091,27.55681818,11.489328,4.255319149,6
6001421700,Census Tract 4217,2.993697662,0,3.086335688,83.6,4,29.6,1.6,28.4,11.13005321,7.295056416,13.31661351,95,65,47.16073147,21.36669875,11.489328,15.92920354,37.5
6001421800,Census Tract 4218,2.564829106,0,2.993878919,78.3,3.1,15.5,1,23.5,11.51113386,7.221105098,13.2207597,13,13,54.88215488,20.87542088,11.489328,35,100
6001421900,Census Tract 4219,2.592679144,0,3.435564346,78.5,4.3,17.7,0,30.7,11.42240977,7.173191742,13.30451825,141,42,31.02310231,13.03630363,11.489328,6,8.333333333
6001422000,Census Tract 4220,3.831444577,0,4.086092109,58.7,9.1,15.2,23,34.5,11.00688836,7.282073658,13.30351759,88,29,43.47826087,20.34161491,11.489328,3.296703297,4.838709677
6001422100,Census Tract 4221,3.056596324,0,3.627887378,60.4,4.2,23.8,6.1,43.1,10.96586799,7.267525428,13.44212534,201,55,40.19607843,13.7254902,11.489328,2.898550725,3.947368421
6001422200,Census Tract 4222,2.006646396,0,3.170874355,67.3,3.7,20.6,2.3,34.5,11.09030911,7.304515946,13.50257905,83,23,51.17647059,27.64705882,11.489328,15.30612245,20
6001422300,Census Tract 4223,2.168269191,0,2.398835448,70,4.5,20.7,5.4,35.7,10.96244037,6.936342736,13.58785685,167,78,53.63265306,27.83673469,11.489328,9.239130435,16.03773585
6001422400,Census Tract 4224,2.217914029,0,2.505462448,85.3,3.1,37,7.9,41.9,10.90694632,7.228388452,14.55787162,146,0,54.42105263,34,11.489328,7.006369427,7.006369427
6001422500,Census Tract 4225,2.873820231,0,3.235083644,75.7,4,21.7,0.2,39.6,10.89790531,7.148345744,13.71855903,199,53,60.82561078,34.03538332,11.489328,6.572769953,8.75
6001422600,Census Tract 4226,3.130576669,0,3.452190264,93.9,4.3,54.5,0,51.5,12.4292202,7.218176838,13.36201,0,0,77.12609971,33.52883675,11.489328,100,100
6001422700,Census Tract 4227,3.411883964,0,3.658777172,50.7,7.7,23,12.8,40.4,10.20691994,7.278628942,13.22606011,182,31,66.74445741,54.4924154,11.489328,5.208333333,6.211180124
6001422800,Census Tract 4228,2.646577033,0,3.097472991,56,7.2,26.5,25.9,62.4,9.560715514,7.138073034,13.32186976,111,34,56.87732342,42.23048327,11.489328,6.722689076,9.411764706
6001422900,Census Tract 4229,1.197293697,0,1.965333996,69.3,4.4,33.6,19,58.6,10.11463949,7.153833802,13.27782748,143,67,55.93400745,38.158595,11.489328,10.06289308,17.39130435
6001423000,Census Tract 4230,2.709065342,0,1.869573825,77.2,2.5,19.6,0.8,29.9,11.21407459,7.110696123,13.38272564,260,58,47.53146176,26.42787996,11.489328,6.137184116,7.762557078
6001423100,Census Tract 4231,2.647483984,0,3.045801606,59.1,1.7,26.5,9,49.2,10.93508715,7.247792582,13.24811458,102,0,51.41579732,33.90461997,11.489328,11.30434783,11.30434783
6001423200,Census Tract 4232,3.119889356,0,3.4980282,56.3,8.4,22.1,12.8,53.5,10.89310309,7.064759028,13.25549469,118,51,51.71467764,31.96159122,11.489328,9.230769231,15.18987342
6001423300,Census Tract 4233,3.161848306,0,3.223158109,45.8,6.1,15,9.9,52.9,11.19134184,7.290292882,13.37870957,173,62,58.07692308,32.69230769,11.489328,3.888888889,5.93220339
6001423400,Census Tract 4234,2.52237126,0,2.840788729,58.6,10.1,22.1,17.3,43.9,11.17753664,7.19518732,13.40271867,211,0,47.56209752,23.09107636,11.489328,9.442060086,9.442060086
6001423500,Census Tract 4235,2.346544554,0,2.866421623,67.3,7.3,17.6,7,40.4,10.66459707,7.018401799,13.4087446,90,18,50.14691479,22.52693438,11.489328,11.76470588,14.28571429
6001423601,Census Tract 4236.01,3.020389044,0,3.358180644,74.9,5.4,13,6,22.9,11.14761333,7.622174595,13.86057952,115,20,53.8585209,31.83279743,11.489328,10.85271318,12.8440367
6001423602,Census Tract 4236.02,2.881913501,0,3.208635156,78.6,6.1,19.4,17.4,49.6,10.13316968,6.926577033,14.00439387,261,194,64.82233503,54.01015228,11.489328,5.434782609,18.29268293
6001423700,Census Tract 4237,3.34022521,0,3.716283862,82.6,4.1,16.5,7.6,30.6,10.90571742,7.405495663,13.36812911,17,0,44.8,32.45714286,11.489328,29.16666667,29.16666667
6001423800,Census Tract 4238,3.029187314,0,3.96411377,83.3,2.7,15.7,2.1,15.7,11.8150872,7.170888479,13.61057523,72,0,47.36842105,31.22807018,11.489328,10,10
6001423901,Census Tract 4239.01,1.47951816,0,3.343221001,64.2,5.1,10.5,9.5,34.8,11.0274914,7.035268599,13.36436794,60,15,52.31910946,28.0148423,11.489328,23.07692308,28.57142857
6001423902,Census Tract 4239.02,2.933824098,0,3.540377895,81,8.1,13.1,0,21.7,11.35236931,7.303843225,12.87338907,80,17,43.38842975,20.8677686,11.489328,5.882352941,7.352941176
6001424001,Census Tract 4240.01,2.147943884,0,3.38965902,46.2,7.8,17.3,17.8,55.4,10.74417073,7.605392365,12.3506058,121,19,55.77889447,32.24455611,11.489328,9.022556391,10.52631579
6001424002,Census Tract 4240.02,2.938861068,0,3.468616061,38.9,4.5,14.5,25.6,60.1,10.64292177,7.560080465,12.85865821,35,3,54.69522241,23.06425041,11.489328,18.60465116,20
6001425102,Census Tract 4251.02,3.804713386,0,4.052220223,78.1,4.6,36.3,9.5,54.5,11.30930264,7.33432935,12.80820043,139,29,48.79421222,37.45980707,27.03497,0.714285714,0.900900901
6001425103,Census Tract 4251.03,3.584446883,0,3.904248279,74.9,3.6,16.9,3.2,55.2,11.46316783,7.418780883,13.69198607,253,26,34.35419441,8.255659121,27.03497,1.937984496,2.155172414
6001425104,Census Tract 4251.04,3.289999707,0,4.097430953,57.9,7.4,25,14.1,59,10.94471787,7.921535632,13.78216058,139,39,51.66297118,20.76866223,11.489328,4.794520548,6.542056075
6075042601,Census Tract 426.01,4.64137527,0,4.556660704,52.9,2,42.9,7.6,49.7,10.95905315,7.60638739,14.31209526,74,0,47.91965567,34.00286944,11.489328,19.56521739,19.56521739
6075042602,Census Tract 426.02,4.554378933,0,4.456145912,60.3,2.8,33.7,2.2,41.2,11.31463305,7.284134806,14.04884204,135,21,39.59798995,15.1758794,27.03497,12.90322581,14.92537313
6001426100,Census Tract 4261,4.031524024,0,4.561497441,86.6,2.6,15.9,2.8,26,12.28659678,7.377758908,13.70368474,88,0,34.64052288,34.64052288,11.489328,2.222222222,2.222222222
6001426200,Census Tract 4262,3.602130204,0,4.484707829,83.6,2.9,12.9,2.2,30.3,12.10631861,7.145984468,13.58029443,64,0,28.61952862,11.44781145,11.489328,1.538461538,1.538461538
6075042700,Census Tract 427,4.737143891,0,4.666419501,50.4,2.5,43.6,5.6,55,10.86095861,7.043159916,13.23157646,280,18,55.26479751,30.8411215,11.489328,3.780068729,4.029304029
6001427100,Census Tract 4271,2.965611156,0,2.926101368,54.7,1.2,16.3,4,29.2,11.54973944,7.226936018,13.29715667,75,0,12.06030151,2.261306533,11.489328,14.77272727,14.77272727
6001427200,Census Tract 4272,3.639842157,0,3.021016602,38.2,8.8,20.2,13.6,47.5,11.08361838,7.267525428,12.86927595,43,17,50.40983607,19.87704918,11.489328,18.86792453,27.77777778
6001427300,Census Tract 4273,3.277717212,0,3.834546855,43.8,5.6,33.5,14,59.6,11.22221214,7.238496841,13.30668294,190,0,57.45118191,32.68242549,11.489328,9.952606635,9.952606635
6001427600,Census Tract 4276,3.765421559,0,4.240617687,34,7.3,40.7,26.5,72.6,10.63628804,7.232733136,13.49282288,49,0,65.35947712,38.95424837,11.489328,20.96774194,20.96774194
6001427700,Census Tract 4277,4.019509667,0,4.234121684,48.1,3.2,22.5,2.6,42.3,11.27081569,7.694392803,13.4479191,84,0,38.00268097,14.61126005,27.03497,17.64705882,17.64705882
6001427800,Census Tract 4278,3.750026541,0,3.787150125,59.3,3.3,26.6,7.9,40.9,11.4744133,7.168579897,14.51850212,135,41,33.88235294,11.05882353,11.489328,15.09433962,20.33898305
