Percent airbnb,Composite Score
1,1
1.3986014,1
1.935483871,1.5
1,1
1.538461538,0.5
3.124999999,0.5
0.606060606,0.5
22.33009709,28
4.347826087,1
1,1
0.549450549,0.5
0.304878049,0.5
2.409638555,1
35.06493506,43.5
1,1
40,15
1,1
0.81300813,0.5
1,1
19.44444443,69.00000003
1,1
0.636942675,0.5
1,1
1,1
0.961538462,0.5
1,1
11.03202847,45.5
0.961538462,0.5
1.379310345,1
13.33333333,38.00000001
2.702702702,1
28.12500001,19.50000001
0.675675676,0.5
23.07692307,84.00000001
1,1
14.58333333,19
34.09090909,25.5
1,1
14.4736842,12.99999999
18.84057971,8.499999996
1.764705881,1.5
1,1
1.612903226,0.5
2.5,0.5
1,1
4.761904761,0.5
1.063829786,0.5
7.8313253,18.5
1,1
2.222222222,0.5
1,1
1,1
1,1
2.469135803,1
1,1
1.307189542,1
2.702702702,1
1.075268817,0.5
100,0.5
3.896103897,1.5
3.030303029,0.5
1,1
2.255639099,1.5
1.063829786,1
3.225806453,1
3.571428572,0.5
4.25531915,1
1,1
2.631578947,0.5
24.17582418,29
9.92366412,20.00000001
1,1
12.55411255,37.5
1,1
11.62790698,23.99999999
14.15929204,15
1,1
23.88059702,21.5
13.46153846,20.00000001
1.492537313,1
12.13872832,23.99999999
1.574803149,1
8.536585368,8.000000003
3.278688523,2.000000001
2.777777779,6.500000001
13.04347826,12
7.317073171,6.500000001
5.263157896,1
1,1
1,1
1,1
1,1
1.948051948,1.5
0.934579439,0.5
2.247191012,1
1.818181819,0.5
1,1
0.471698113,0.5
10.71428571,3.000000001
1,1
100,0.5
0.819672131,0.5
2.097902097,1.5
0.729927007,0.5
1,1
6.451612903,2.000000001
1,1
0.431034483,0.5
1,1
1,1
1,1
1.290322581,1
3.278688523,2.000000001
1.19047619,1
1.162790698,0.5
0.625,0.5
1.438848922,1
2.352941176,1
2.777777779,1
1,1
100,0.5
1,1
1.234567901,1
1,1
1,1
1,1
1,1
5.660377358,1.5
1,1
3.703703704,0.5
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
4.761904761,2.000000001
12.5,1.5
30.92783505,46.50000002
0.403225806,0.5
1,1
1,1
6.250000002,0.5
42.85714287,51.00000001
27.08333332,59.99999999
3.846153846,0.5
1,1
9.090909089,1
1,1
61.53846153,32.99999998
2.702702702,0.5
1,1
26.81159419,56.00000001
3.703703704,0.5
1.098901099,0.5
19.04761906,2.000000001
1.578947368,1.5
100,1.5
1.058201058,1
2.06185567,1
1,1
1,1
1.086956522,0.5
0.775193798,0.5
1,1
1,1
2.43902439,3.499999998
100,0.5
3.571428572,0.5
0.78125,0.5
1,1
1,1
5.454545458,3.000000001
1.19047619,1
1,1
0.806451613,0.5
0.99009901,0.5
1.041666667,0.5
2.247191012,2.5
1.058201058,1
1,1
100,0.5
1.5,3.000000001
5.172413793,1.5
0.694444444,0.5
5.333333336,3.499999998
1,1
2.484472049,3.499999998
0.877192982,0.5
1.025641026,2.5
1.013513514,1.5
0.847457627,0.5
0.531914894,0.5
1.739130434,1
4.651162791,2.000000001
1,1
2.631578947,0.5
1,1
3.448275862,2.000000001
3.960396039,3.499999998
10.14492754,3.499999998
1,1
1,1
2.941176472,2.000000001
1,1
1.092896175,2.5
1.013513514,4.500000001
